0 ['ddr', 'berlin', 'westen', 'wende', 'osten', 'mauer', 'eltern', 'westberlin', 'prinzip', 'relativ', 'lachen', 'erinnern', 'spannend', 'zeit', 'grenze', 'kind', 'passieren', 'ostberlin', 'erleben', 'interessant', 'merken', '89', 'freund', 'mitbekommen', 'familie', 'super', 'stadt', 'kennen', 'rüber', 'dresden', 'west', 'berliner', 'kontakt', 'stasi', 'politisch', 'richtung', 'spät', 'westdeutschland', 'gefühl', 'drüben', 'richtig', 'leipzig', 'system', 'land', 'wiedervereinigung', 'normal', 'besuchen', 'angucken', 'wahnsinnig', 'echt', 'straße', 'mitkriegen', 'reisen', 'ahnung', 'auto', 'bild', 'unterschied', 'fühlen', 'deutschland', 'welt', 'komisch', 'ost', 'überlegen', 'wussen', 'schule', 'westdeutsch', '90', 'aufarbeitung', 'mittlerweile', 'verändern', 'wahrnehmen', 'aufwachsen', 'bewusst', 'ddrzeit', 'mauerfall', 'fernsehen', 'schön', 'besuch', 'lustig', 'offen', 'wohnen', 'fallen', 'geschichte', 'wendezeit', 'ehemalig', 'bundesland', 'westberliner', 'kreuzberg', 'job', 'ungarn', 'unterhalten', 'bundesrepublik', 'damalig', 'verwandtschaft', 'empfinden', 'zuhause', '1990', 'jugendlich', 'irgendwelcher', 'konstanz']
57 ['fürstenberg', 'eko', 'eisenhüttenstadt', 'jemacht', 'hochofen', 'arbeit', 'schicht', 'brigade', 'jesacht', 'ofen', 'nüscht', 'neuzelle', 'lachen', 'sachten', 'rüber', 'stalinstadt', 'werk', 'keene', 'sin', 'jearbeitet', 'frankfurt', 'unheimlich', 'hennlein', 'ruhig', 'husten', 'unjefähr', 'jugend', 'nüschen', 'drüben', 'zwee', 'brigadier', 'jekriegt', 'dit', 'betrieb', 'hochöfner', 'henry', 'kleene', 'wes', 'verdienen', 'erzähln', '53', 'jegangn', 'berlin', 'jenau', 'pumpe', 'eisen', 'glashütte', 'jegeben', 'stahlwerk', 'aktivist', 'sowat', 'ho', 'stehn', 'meister', 'hochof', 'mensch', 'stettin', 'kenn', 'fahrn', 'block', 'zuhause', 'eenmal', 'jehen', 'jeld', 'max', 'spätschicht', 'honecker', 'draheim', 'zweiter', 'drinnen', 'masselgießmaschine', 'dis', 'arbeiter', 'sebnitz', 'bad', 'uff', 'jar', 'frühschicht', 'markowitsch', 'hintergrundgeräusch', 'nachtschicht', 'jekommn', 'maxhütte', 'kollegin', 'jehn', 'jekommen', 'freilich', 'dieter', 'kollege', 'jelernt', 'könig', 'kriech', 'schulz', 'riedel', 'jestorben', 'jesehn', 'zusammn', 'hochofe', 'eisenhüttenkombinat', 'jeheiratet']

58 ['ddr', 'staat', 'land', 'mensch', 'deutschland', 'politik', 'meinung', 'politisch', 'welt', 'system', 'krise', 'bundesrepublik', 'drüben', 'gesellschaft', 'sozialismus', 'frage', 'reden', 'wiedervereinigung', 'problem', 'westen', 'freiheit', 'sowjetunion', 'europa', 'brd', 'funktionieren', 'wirtschaftlich', 'demokratie', 'letzter', 'diskutieren', 'entwicklung', 'deutsch', 'fortschritt', 'kapitalismus', 'russland', 'sozialistisch', 'politiker', 'erleben', 'frieden', 'diskussion', 'zukunft', 'schaffen', 'schlecht', 'gedanke', 'wirtschaft', 'kommunismus', 'möglichkeit', 'demonstration', 'regierung', 'sozial', 'gorbatschow', 'osten', 'richtig', 'partei', 'umwelt', 'bedrohung', 'verändern', 'bundeswehr', 'amerika', 'weltkrieg', 'hören', 'west', 'diktatur', 'passieren', 'gerne', 'prinzip', 'polen', 'krieg', 'million', 'prozent', 'versuchen', 'lösung', 'afd', 'honecker', 'usa', 'geschichte', 'beschäftigen', 'gefällen', 'unterschied', 'hoffen', 'erfahrung', 'betreffen', 'aufbauen', 'umweltschutz', 'ost', 'westlich', 'ostdeutschland', 'westdeutschland', 'republik', 'bevölkerung', 'ungarn', 'vermissen', 'china', 'extrem', 'unglaublich', 'volk', 'adenauer', 'umgehen', 'hoffnung', 'alternative', 'einheit']

59 ['deutsch', 'deutschland', 'englisch', 'amerika', 'französisch', 'frankreich', 'land', 'england', 'paris', 'lernen', 'kanada', 'freund', 'amerikanisch', 'holland', 'spanien', 'york', 'kennen', 'usa', 'sprache', 'schweiz', 'belgien', 'europa', 'auswandern', 'franzose', 'spanisch', 'amerikaner', 'reisen', 'welt', 'hotel', 'international', 'london', 'ausland', 'australien', 'kontakt', 'woche', 'staat', 'krieg', 'schicken', 'hamburg', 'deutsche', 'reise', 'schweden', 'besuchen', 'italien', 'münchen', 'geschichte', 'engländer', 'einladen', 'afrika', 'portugal', 'fliegen', 'brüssel', 'europäisch', 'geld', 'südamerika', 'interessant', 'übersetzen', 'schiff', 'studieren', 'israel', 'spät', 'verschieden', 'wunderbar', 'brasilien', 'südafrika', 'holländisch', 'rüber', 'treffen', 'verbindung', 'besuch', 'schweizer', 'indien', 'papier', 'sohn', 'dollar', 'kanadisch', 'vancouver', 'japan', 'anfang', 'belgisch', 'ausländer', 'nett', 'flugzeug', 'holländer', 'vergessen', 'perfekt', 'kanadier', 'botschaft', 'chicago', 'zeigen', 'dame', 'geschäft', 'ankommen', 'spanier', 'art', 'britisch', 'college', 'militär', 'vortrag', 'grenze']

60 ['buch', 'bücher', 'geschichte', 'literatur', 'gedicht', 'kennen', 'zeitung', 'interessant', 'deutsch', 'zeitschrift', 'schön', 'bibliothek', 'schriftsteller', 'verlag', 'roman', 'büchern', 'zeigen', 'zeit', 'interessiert', 'artikel', 'lernen', 'goethe', 'professor', 'beschäftigen', 'spät', 'stefan', 'welt', 'berlin', 'text', 'beschreiben', 'schenken', 'übersetzen', 'zweiter', 'berühmt', 'verbieten', 'nennen', 'schrift', 'bericht', 'vorgelesen', 'dick', 'bild', 'sinn', 'film', 'hand', 'buchhandlung', 'vortrag', 'drucken', 'kaufen', 'karl', 'bücherei', 'art', 'blättern', 'heft', 'manuskript', 'sammeln', 'versuchen', 'vergessen', 'geistig', 'werk', 'aufsatz', 'schiller', 'heimat', 'erwähnen', 'schicken', 'faust', 'engel', 'literarisch', 'erzählung', 'menge', 'lieder', 'tagebuch', 'griechisch', 'entdecken', 'dicht', 'wunderbar', 'wissenschaftlich', 'gründen', 'satz', 'marx', 'verkaufen', 'benjamin', 'kritik', 'kultur', 'mitbringen', 'eng', 'dichter', 'ausgabe', 'sprache', 'sohn', 'künstler', 'vorlesen', 'reaktion', 'jahrhundert', 'herausgeben', 'rausgegeben', 'fischer', 'verfassen', 'tod', 'journalist', 'museum']

61 ['köln', 'berlin', 'rundfunk', 'hamburg', 'sendung', 'wdr', 'frankfurt', 'sender', 'herr', 'chef', 'programm', 'bonn', 'schulz', 'bismarck', 'intendant', 'fernsehen', 'studio', 'kölner', 'journalist', 'welle', 'nennen', 'lachen', 'funkhaus', 'deutsch', 'spät', 'werner', 'leiter', 'techniker', 'büro', 'westdeutsch', 'neuendorf', 'technisch', 'interviewpartnerin', 'berliner', 'hamburger', 'frankfurter', 'stelle', 'deinert', 'leise', 'dritter', 'professor', 'siemens', 'kollege', 'schnitzler', 'mikrofon', 'münchen', 'ernst', 'schreibtisch', 'hans', 'reporter', 'senden', 'material', 'dr', 'eduard', 'darmstadt', 'redakteur', 'khm', 'fest', 'hörer', 'kennen', 'frage', 'höfer', 'gott', 'dufhues', 'zuverlässig', 'versetzen', 'hengelo', 'technik', 'dienst', 'leitung', 'jawohl', 'nwdr', 'gell', 'neuwied', 'hartmann', 'aufnehmen', 'rhein', 'reihe', 'mitarbeiter', 'nordwestdeutsch', 'jbpna', 'nachricht', 'berühmt', 'außendienst', 'karl', 'telefon', 'pensionieren', 'winfried', 'direktor', 'interview', 'personalabteilung', 'redaktion', 'deutschlandfunk', 'jbpnaja', 'echo', 'gründe', 'dumm', 'wehrmacht', 'hanau', 'ablösen']

62 ['', 'kibbuz', 'israel', 'araber', 'jude', 'jüdisch', 'tel', 'haifa', 'gruppe', 'aviv', 'jerusalem', 'arabisch', 'palästina', 'land', 'deutschland', 'hebräisch', 'militär', 'engländer', 'bewegung', 'einwanderung', 'schicken', 'englisch', 'zypern', 'zionistisch', 'geschichte', 'gehören', 'ort', 'spät', 'freund', 'tunesien', 'verlassen', 'kerngruppe', 'kfar', 'britisch', 'marokko', 'illegal', 'armee', 'lachend', 'staat', 'schiff', 'ägypten', 'gründen', 'beschließen', 'kibbuzim', 'wussen', 'beit', 'jugendbewegung', 'nennen', 'hatzair', 'menge', 'richtig', 'zweiter', 'israelisch', 'verschieden', 'organisieren', 'gebiet', 'eretz', 'französisch', 'lager', 'hamm', 'tunis', 'polizei', 'harold', 'haschomer', 'krieg', 'jugend', 'grenze', 'gusch', 'mitglied', 'frage', 'israeli', 'sogenannter', 'organisation', 'libyen', 'süden', 'essen', 'eingewandern', 'problem', 'aufnehmen', 'atlit', 'beerscheba', 'shalom', 'leo', 'kern', 'hagana', 'schrecklich', 'zertifikat', 'tunesisch', 'befinden', 'bereit', 'einwanderer', 'zufällig', 'einwandern', 'meer', 'wandern', 'operation', 'besonderer', 'woche', 'beitar', 'etzion']

63 ['kind', 'tochter', 'heiraten', 'sohn', 'gebären', 'verheiraten', 'familie', 'mädchen', 'zweiter', 'wohnen', 'schön', 'mutter', 'wohnung', 'haus', 'enkel', 'kennen', 'sterben', 'eltern', 'spät', 'lernen', 'schwanger', 'scheiden', 'schwiegermutter', 'tag', 'gerne', 'hochzeit', 'welt', 'töchter', 'söhne', 'schwer', 'arbeit', 'lieben', 'zeit', 'schwiegersohn', 'baby', 'schwiegervater', 'geburt', 'schwiegertochter', 'enkelin', 'scheidung', 'dritter', 'enkelkind', 'besuchen', 'mutti', 'fallen', 'trennen', 'glücklich', 'helfen', 'krank', 'heirat', 'studieren', 'geld', 'gott', 'freundin', 'enkelkinder', 'woche', 'freund', 'verloben', 'beruf', 'schule', 'schwester', 'liebe', 'erziehen', 'wunderbar', 'krankenhaus', 'zuhause', 'urlaub', 'lieb', 'warten', 'kümmern', 'rente', 'passieren', 'alter', 'verlieben', 'arzt', 'frage', 'richtig', 'kaufen', 'vater', 'urenkel', 'arm', 'ehemann', 'auseinander', 'nett', '40', '50', 'schaffen', 'stimmen', 'mädel', 'verdienen', 'heirateen', 'gemeinsam', 'hübsch', 'zufrieden', 'letzter', '25', 'schlecht', 'geburtstag', 'beziehung', 'ehefrau']

64 ['betrieb', 'partei', 'arbeit', 'lachen', 'bitterfeld', 'direktor', 'ddr', 'kollektiv', 'werk', 'funktion', 'arbeiter', 'genosse', 'leiter', 'fdj', 'gehören', 'sozialistisch', 'rabenstein', 'einsetzen', 'kollege', 'drüben', 'mitglied', 'betreiben', 'kombinat', 'sowjetisch', 'parteisekretär', 'meister', 'übernehmen', 'abteilung', 'mensch', 'sed', 'gewerkschaft', 'auszeichnung', 'filmfabrik', 'chemnitz', 'produktion', 'tag', 'bgl', 'karlmarxstadt', 'tätigkeit', 'aufgabe', 'nennen', 'halle', 'staatlich', 'stadt', 'volkseigen', 'bezirk', 'wismut', 'fdgb', 'abteilungsleiter', 'leiten', 'chef', 'brigade', 'gesellschaftlich', 'siegmar', 'vorsitzend', 'aktivist', '45', 'rat', 'leitung', 'polar', 'verwaltung', 'kreisleitung', 'organisieren', 'damalig', 'wolf', 'berlin', 'frage', 'ort', 'technisch', 'leipzig', 'eisenhüttenstadt', 'auszeichnen', 'verantwortlich', 'erklären', 'freundschaft', 'parteischule', 'versammlung', 'qualifizieren', 'privat', 'wolfen', 'politisch', 'farbenfabrik', 'entwicklung', 'dsf', 'sowjetunion', 'gespräch', 'bereich', 'staat', 'sogenannter', 'industrie', 'durchführen', 'leistung', 'dessau', 'kreis', 'dfd', 'kader', 'werktätig', 'entwickeln', 'republik', 'hauptbuchhalter']

65 ['schwester', 'bruder', 'mutter', 'vater', 'sterben', 'kind', 'familie', 'eltern', 'geschwister', 'heiraten', 'krieg', 'brüder', 'schwager', 'wohnen', 'zeit', 'haus', 'verheiraten', 'schwägerin', 'fallen', 'zweiter', 'gebären', 'spät', 'sohn', 'besuchen', 'tochter', 'tot', 'zuhause', 'helfen', 'zurückgekommen', 'verlieren', 'ält', 'schicken', 'brüdern', 'gewohnen', 'mädchen', 'kontakt', 'wussen', 'schlecht', 'krank', 'schwer', 'cousin', 'wohnung', 'gefangenschaft', 'lernen', 'geschäft', 'drüben', 'älte', 'überleben', 'fabrik', 'besuch', 'onkel', 'essen', 'richtig', 'verstorben', 'neffe', 'söhne', 'haushalt', 'dritter', 'zurückkommen', 'verwandter', 'jüng', 'treffen', 'beruf', 'verhältnis', 'schaffen', '41', 'bauen', 'übernehmen', 'soldat', 'verwandte', 'stiefmutter', 'russland', 'verwandt', 'krankenhaus', 'mittlerer', 'hilfe', 'arm', 'einziehen', 'kümmern', 'versterben', 'elf', 'cousine', 'retten', 'trennen', 'tod', 'alter', 'lengefeld', 'vermissen', 'schwestern', 'helga', 'weggehen', 'sorgen', 'töchter', 'ankommen', 'umkommen', 'hießen', 'landen', 'ansehen', 'verkaufen', 'stellung']

66 ['zeit', 'sterben', 'rente', 'letzter', '80', '70', '65', '68', '75', '62', '63', '72', '56', '85', '58', '74', '71', 'zweiter', '76', '67', '78', '64', '69', '66', '73', '61', '88', '83', '84', '82', '86', 'anfang', '90', '89', '79', '1960', '59', 'tag', '81', '57', '77', 'rentner', 'schluss', 'gebären', 'stimmen', '87', '1970', 'spät', '55', '1980', '92', 'pensionieren', 'richtig', '25', 'mitte', '50', '93', 'arbeit', '1961', '1968', 'tot', 'wechseln', '1972', '40', '1966', '1974', 'privat', '98', 'ruhestand', '54', 'moment', '1971', 'sommer', '1965', 'jahrgang', '1958', '1975', 'aufgeben', 'schließen', '1969', 'krank', '1964', 'warten', 'übernehmen', '96', 'rechnen', '1963', 'drüben', '1956', 'stunde', '1962', '1990', '60er', '1967', '94', '70er', '2000', '1978', 'herbst', '53']

67 ['gewerkschaft', 'betriebsrat', 'betrieb', 'kollege', 'wählen', 'gewerkschaftlich', 'ig', 'vorsitzend', 'mitglied', 'arbeit', 'spät', 'streik', 'essen', 'zeit', 'metall', 'angestellter', 'belegschaft', 'politisch', 'frage', 'organisieren', 'gesetz', 'vorstand', 'hauptamtlich', 'mitbestimmung', 'dgb', 'versammlung', 'arbeitsplatz', 'firma', 'betriebsverfassungsgesetz', 'arbeitgeber', 'aeg', 'christlich', 'vertreten', 'spd', 'ehrenamtlich', 'lachen', 'arbeiter', 'aufsichtsrat', 'organisation', 'funktion', 'damalig', 'arbeitnehmer', 'kpd', 'betreiben', 'tätigkeit', 'riegel', 'aufgabe', 'ausschuss', 'ötv', 'beschäftigen', 'sekretär', 'gehören', 'abteilung', 'arbeitsfront', 'anfang', 'betriebsversammlung', 'einzeln', 'wahl', 'forderung', 'zweiter', 'deutsch', 'bezirk', 'düsseldorf', 'kennen', 'betriebsratsvorsitzender', 'freistellen', 'auseinandersetzung', 'schwer', 'aufstellen', 'gewerkschaftsarbeit', 'igmetall', 'einsetzen', 'schwierigkeit', 'einheitsgewerkschaft', 'versuchen', 'selbstverständlich', 'gewerkschaftsbund', 'betrieblich', 'herr', 'frauenarbeit', 'ortsverwaltung', 'schulung', 'krupp', 'geschäftsführer', 'lohn', 'betriebsräte', 'frauenausschuss', 'durchsetzen', '1950', 'vorschlagen', 'position', 'betriebsratsvorsitzend', 'sitzung', 'vertreter', 'leise', 'einstellen', 'gestreikt', '50er', 'geschäftsleitung', 'angestellt']

68 ['essen', 'brot', 'kartoffel', 'kochen', 'gegessen', 'tag', 'suppe', 'hunger', 'küche', 'fleisch', 'zucker', 'butter', 'milch', 'wasser', 'mehl', 'erinnern', 'kaffee', 'tisch', 'wurst', 'abends', 'lebensmittel', 'schmecken', 'aßen', 'backen', 'gramm', 'schlecht', 'fisch', 'fett', 'hungern', 'stückchen', 'woche', 'teller', 'mittagessen', 'klauen', 'speck', 'salz', 'satt', 'aß', 'löffel', 'gemüse', 'gebacken', 'helfen', 'kuchen', 'morgens', 'kind', 'sack', 'arbeit', 'scheibe', 'pfund', 'frühstück', 'schüssel', 'sammeln', 'dick', 'liter', 'hungrig', 'mittag', 'tauschen', 'marmelade', 'dünn', 'eier', 'brötchen', 'bäckerei', 'zeit', 'paket', 'bäcker', 'topf', 'kilo', 'kaufen', 'stehlen', 'keller', 'käse', 'reichen', 'warm', 'kohl', 'mitbringen', 'mittags', 'frisch', 'trocken', 'art', 'trinken', 'schwer', 'koch', 'issen', 'laib', 'nennen', 'rüben', 'tee', 'ernähren', 'kessel', 'gott', 'abend', 'äpfel', 'schwarz', 'rot', 'geschnitten', 'obst', 'tasche', 'öl', 'ofen', 'lecker']

69 ['lager', 'auschwitz', 'tag', 'mensch', 'erinnern', 'arbeit', 'wussten', 'baracke', 'zeit', 'sterben', 'gruppe', 'essen', 'nummer', 'deutsch', 'spät', 'ort', 'block', 'überleben', 'barack', 'mädchen', 'wussen', 'häftling', 'ss', 'transport', 'appell', 'schicken', 'jude', 'art', 'deutsche', 'konzentrationslager', 'schrecklich', 'befreien', 'bergen', 'krank', 'dachau', 'belsen', 'fabrik', 'passieren', 'zählen', 'platz', 'brot', 'buchenwald', 'schauen', 'krematorium', 'marschieren', 'kapo', 'letzter', 'selektion', 'reihe', 'befreiung', 'versuchen', 'glück', 'birkenau', 'schwer', 'töten', 'kleidung', 'jüdisch', 'nennen', 'hören', 'theresienstadt', 'helfen', 'kennen', 'ravensbrück', 'kommando', 'stunde', 'arbeitslager', 'westerbork', 'woche', 'warten', 'schwester', 'polnisch', 'umbringen', 'stecken', 'retten', 'schlafen', 'tod', 'befinden', '44', 'verbrennen', 'tor', 'typhu', 'schlagen', 'gaskammer', 'suppe', 'gebäude', 'tot', 'kapos', 'verschieden', 'mussen', 'marsch', 'gefangener', 'trennen', 'kz', 'stutthof', 'zurückkommen', 'menge', 'zug', 'polen', 'berg', 'dauern']

70 ['sport', 'jugend', 'fußball', 'verein', 'gruppe', 'sportlich', 'schwimmen', 'schule', 'spiel', 'nennen', 'sportverein', 'wandern', 'mitmachen', 'freizeit', 'jugendgruppe', 'schön', 'erinnern', 'mädchen', 'ball', 'richtig', 'jugendlich', 'vereine', 'spaß', 'turnen', 'gerne', 'sportler', 'zeit', 'mannschaft', 'treiben', 'handball', 'eltern', 'jugendliche', 'jungs', 'turnverein', 'jugendbewegung', 'sportplatz', 'treffen', 'trainieren', 'freund', 'mitglied', 'veranstaltung', 'tennis', 'gewinnen', 'training', 'abends', 'fahrt', 'organisieren', 'fallen', 'fahrrad', 'vereinen', 'gründen', 'woche', 'straße', 'krieg', 'deutsch', 'alter', 'trainer', 'leichtathletik', 'wanderung', 'pfadfinder', 'kind', 'bdm', 'gemeinschaft', 'mädels', 'reiten', 'jugendherberge', 'club', 'spät', 'tischtennis', 'fußballer', 'kennen', 'schach', 'organisation', 'stadion', 'teilnehmen', 'platz', 'turnhalle', 'begeistert', 'leistung', 'zweimal', 'spieler', 'unternehmen', 'freiheit', 'lieder', 'üblich', 'pfadfind', 'relativ', 'volleyball', 'bund', 'ahnung', 'fußballspiel', 'jungens', 'stolz', 'sonntags', 'aktivität', 'interessiert', 'werfen', 'sommer', 'kreis', 'meter']

71 ['hans', 'herr', 'walter', 'fritz', 'peter', 'heinz', 'karl', 'hermann', 'werner', 'willi', 'franz', 'müller', 'paul', 'erich', 'tot', 'sterben', 'max', 'gott', 'blättern', 'kennen', 'kurt', 'otto', 'nennen', 'herbert', 'doktor', 'schmidt', 'josef', 'sohn', 'wohnen', 'ernst', 'wolf', 'horst', 'bürgermeister', 'wilhelm', 'herrn', 'buch', 'meier', 'bild', 'martin', 'albert', 'heinrich', 'maria', 'zeigen', 'schneider', 'helmut', 'letzter', 'berg', 'stimmen', 'gustav', 'treffen', 'beginn', 'bockau', 'zschorlau', 'besuchen', 'vorname', 'anton', 'kommunist', 'martha', 'richtig', 'bernhard', 'adolf', 'schumacher', 'ludwig', 'geschichte', 'erwin', 'lieb', 'alfred', 'adresse', 'rudolf', 'christoph', 'berlin', 'könig', 'düsseldorf', 'brigitte', 'strauß', 'günther', 'brandt', 'rudi', 'manfred', 'genosse', 'willy', 'küster', 'gabriel', 'kerl', 'richard', 'gerhard', 'heidemühl', 'zimmermann', 'ilse', 'dr', 'schulz', 'friedrich', 'edith', 'lehrer', 'becker', 'drinnen', 'urkunde', 'meyer', 'berger', 'angucken']

72 ['bild', 'foto', 'malen', 'zeigen', 'fotografieren', 'schön', 'zeichnen', 'künstler', 'ausstellung', 'kunst', 'hängen', 'fotograf', 'fotografie', 'wand', 'farbe', 'kamera', 'zeichnung', 'album', 'aufnehmen', 'spät', 'gerne', 'maler', 'platz', 'zeit', 'aufnahme', 'interessant', 'verschieden', 'weißen', 'papier', 'museum', 'angucken', 'mitte', 'künstlerisch', 'fotos', 'erkennen', 'film', 'entwickeln', 'fotoapparat', 'entstehen', 'mitbringen', 'nummer', 'anschauen', 'schüler', 'arbeit', 'tagebuch', 'welt', 'aussehen', 'galerie', 'dokument', 'dritter', 'schauen', 'hand', 'warten', 'idee', 'vorbereiten', 'buch', 'harald', 'paris', 'moment', 'zweiter', 'bildern', 'tisch', 'richtung', 'amsterdam', 'workshop', 'plan', 'rechter', 'schenken', 'karte', 'letzter', 'rahmen', 'rot', 'landschaft', 'talent', 'hobby', 'malerei', 'linker', 'hochzeit', 'funktionieren', 'dose', 'wunderbar', 'traurig', 'existieren', 'licht', 'verkaufen', 'weißt', 'bruder', 'stadt', 'fotoalbum', 'vermieten', '40', 'anfertigen', 'hintergrund', 'kaufen', 'hübsch', 'atelier', 'denkmal', 'zeign', 'kunstmaler', 'mappe']

73 ['frage', 'geschichte', 'interview', 'gerne', 'herr', 'gespräch', 'zeit', 'interessant', 'schön', 'lebensgeschichte', 'hören', 'richtig', 'kennen', 'archiv', 'bitten', 'führen', 'nachfragen', 'interessiert', 'letzter', 'spät', 'buch', 'zweiter', 'moment', 'gehören', 'reden', 'versuchen', 'bild', 'tonband', 'herrn', 'bericht', 'erfahrung', 'stimmen', 'kopieren', 'schicken', 'zeigen', 'erfahren', 'verschieden', 'projekt', 'zusammenhang', 'kamera', 'erinnerung', 'akte', 'text', 'zeitung', 'aufgeschrieben', 'ausführlich', 'anfang', 'kopie', 'erwähnen', 'bestimmen', 'aufnehmen', 'stunde', 'erleben', 'hoffen', 'beantworten', 'bedanken', 'biographie', 'plato', 'melden', 'beschäftigen', 'gesamt', 'lachen', 'institut', 'nennen', 'fangen', 'freuen', 'sammeln', 'schriftlich', 'bereit', 'eventuell', 'material', 'problem', 'artikel', 'einfallen', 'betreffen', 'aufnahme', 'vermuten', 'schluss', 'rahmen', 'historisch', 'herzlich', 'historiker', 'besprechen', 'ehemalig', 'computer', 'falsch', 'lebensgeschichtlich', 'vergessen', 'passen', 'original', 'lieber', 'verfügung', 'minute', 'forschung', 'adresse', 'verwenden', 'wissenschaftlich', 'alexander', 'einverstanden', 'interviewen']

74 ['zeit', 'kind', 'gefühl', 'erleben', 'richtig', 'erinnern', 'schlimm', 'passieren', 'geschichte', 'erinnerung', 'angst', 'spät', 'merken', 'situation', 'reden', 'fühlen', 'versuchen', 'mensch', 'erfahrung', 'empfinden', 'normal', 'familie', 'gehören', 'schwer', 'fallen', 'wussen', 'frage', 'bild', 'erlebnis', 'positiv', 'hören', 'kennen', 'erklären', 'schrecklich', 'problem', 'bewusst', 'beschreiben', 'erfahren', 'stimmen', 'kopf', 'spüren', 'art', 'moment', 'schön', 'beziehung', 'mitkriegen', 'weise', 'sinn', 'negativ', 'relativ', 'welt', 'flucht', 'gewiß', 'furchtbar', 'nachdenken', 'wahrnehmen', 'komisch', 'absolut', 'hart', 'umgehen', 'schlecht', 'beschäftigen', 'freund', 'verändern', 'verlieren', 'anfang', 'psychisch', 'vergessen', 'gerne', 'traurig', 'letzter', 'ahnung', 'ereignis', 'kontakt', 'unheimlich', 'bedeuten', 'buch', 'erwachsen', 'kindheit', 'rolle', 'sicherheit', 'vergangenheit', 'eltern', 'deutlich', 'überlegen', 'alter', 'helfen', 'funktionieren', 'unangenehm', 'emotional', 'wahnsinnig', 'gedanke', 'schaffen', 'gespräch', 'freiheit', 'eng', 'wusste', 'offen', 'bewegen', 'entwickeln']

75 ['vater', 'gebären', 'eltern', 'mutter', 'krieg', 'zeit', 'schule', 'kind', 'jahrgang', 'familie', 'kindheit', 'weltkrieg', 'bruder', 'schwester', 'aufwachsen', 'heiraten', 'zweiter', 'sterben', 'erinnern', 'spät', 'besuchen', 'geschwister', 'wohnen', 'stammen', 'beruf', '39', '29', 'volksschule', '1933', '21', 'lebensgeschichte', 'einziehen', '33', 'interview', 'fangen', 'erinnerung', '1930', 'brüder', '22', '1939', '1940', '34', '37', '1937', '24', '1923', 'arbeitslos', '38', '1920', '27', 'jugend', 'geburt', '1934', '1938', '1929', 'lernen', '25', '1919', 'herr', '1936', '35', '1900', '32', 'nähe', '1928', '1925', '1932', '1935', '36', '1927', '1914', '1945', '1924', 'anfang', 'damalig', '1918', 'letzter', 'elternhaus', 'gegend', '40', '1921', 'verbringen', '1926', 'führen', 'hausfrau', 'heutig', 'stadt', 'bitten', 'frage', 'stelle', 'lebensjahr', 'richtig', 'gymnasium', '1931', 'gewohnen', 'dorf', 'verheiraten', 'großvater', 'ort', 'haus']

76 ['münster', 'frauenstraße', 'haus', 'politisch', '24', 'kneipe', 'wohnen', 'aktion', 'student', 'auseinandersetzung', 'asta', 'erinnern', 'etage', 'polizei', 'besetzung', 'kontakt', 'stadt', 'zeit', 'gerd', 'makler', 'besetzen', 'flugblätter', 'unterstützen', 'frauenstr', 'gruppe', 'leg', 'wg', 'geschichte', 'hans', 'stürmer', 'mitbekommen', 'idee', 'uni', 'veranstaltung', 'rolle', 'iphs', 'linker', 'dkp', 'organisieren', 'plakat', 'anfang', 'wohnraum', 'wohngemeinschaft', 'stattfinden', 'besetzt', 'sozial', 'grunde', 'münsteraner', 'kulturell', 'wohnungsnot', 'einziehen', 'beteiligen', 'bernd', 'hausbesetzer', 'hausbesetzung', 'studieren', 'küche', 'mietvertrag', 'demo', 'entwickeln', 'studentisch', 'engagieren', 'gründen', 'ernst', 'studentengemeinde', 'kultur', 'politik', 'gewohnen', 'gewinnen', 'verteilen', 'bevölkerung', 'msb', 'beziehen', 'politisieren', 'räumen', 'abreißen', 'sabine', 'mitmachen', 'aktivität', 'cdu', 'szene', 'diskutieren', 'solidarität', 'bischof', 'studium', '80er', '70er', 'künstler', 'studentenschaft', 'heiß', '1973', 'dritter', 'zeitlang', 'planen', 'fachschaft', 'breit', 'rat', 'entstehen', 'spartakus', 'friedensbewegung']

