0 ['winter', 'kalt', 'schnee', 'sommer', 'holz', 'warm', 'ofen', 'heizen', 'herbst', 'kälte', 'wasser', 'arbeit', 'tag', 'schwer', 'regen', 'eis', 'frühjahr', 'wetter', 'regnen', 'mussen', 'feuer', 'füße', 'kohle', 'frost', 'gefroren', 'fuß', 'schlitt', 'zeit', 'wind', 'fallen', 'frühling', 'heiß', 'kleidung', 'kilometer', 'frieren', 'nass', 'wald', 'anziehen', 'hart', 'erfrieren', 'schuh', 'heizung', 'berg', 'sonne', 'zelt', 'decken', 'öfen', 'nachts', 'sammeln', 'bein']
119 ['israel', 'kibbuz', 'gruppe', 'jude', 'hebräisch', 'jerusalem', 'palästina', 'ort', 'tel', 'erinnern', 'araber', 'aviv', 'geschichte', 'spät', 'lernen', 'bewegung', 'land', 'armee', 'kennen', 'zeit', 'holocaust', 'befinden', 'schauen', 'niederlande', 'religiös', 'lager', 'jüdisch', 'zypern', 'verlassen', 'einwanderung', 'problem', 'treffen', 'familie', 'haifa', 'eretz', 'arabisch', 'beit', 'kfar', 'kerngruppe', 'tunesien', 'gehören', 'organisieren', 'krieg', 'staat', 'rabbiner', 'marokko', 'frankreich', 'schicken', 'nennen', 'zionistisch']

120 ['zimmer', 'bett', 'küche', 'schlafen', 'haus', 'schlafzimmer', 'wohnung', 'wohnzimmer', 'raum', 'tür', 'fenster', 'tisch', 'keller', 'wohnen', 'schrank', 'kind', 'möbel', 'licht', 'treppe', 'flur', 'wand', 'räume', 'hof', 'toilette', 'einrichten', 'etage', 'schlief', 'ofen', 'schön', 'boden', 'matratze', 'ecke', 'erinnern', 'spät', 'platz', 'elektrisch', 'decken', 'mutter', 'mitte', 'stühl', 'couch', 'essen', 'decke', 'kinderzimmer', 'richtig', 'sofa', 'holz', 'stube', 'morgens', 'herd']

121 ['russland', 'stalin', 'russisch', 'sowjetunion', 'moskau', 'russe', 'sowjetisch', 'krieg', 'deutsch', 'ukraine', 'land', 'sibirien', 'deutschland', 'leningrad', 'lenin', 'wussten', 'stalingrad', 'hitler', 'deutsche', 'sowjet', 'armee', 'gehören', 'politik', 'polen', 'ukrainisch', 'petersburg', 'kommunismus', 'gorbatschow', 'ukrainer', 'kommunist', 'tod', 'rot', 'revolution', 'volk', 'siegen', 'politisch', 'udssr', 'pakt', 'faschist', 'georgien', 'weißrussland', 'wolga', 'erlauben', 'heimat', 'freundschaft', 'europa', 'westen', 'schließen', 'organisieren', 'kaukasus']

122 ['geschäft', 'laden', 'verkaufen', 'kaufen', 'bäckerei', 'einkaufen', 'kunde', 'markt', 'konsum', 'geld', 'verkäuferin', 'bäcker', 'übernehmen', 'zeit', 'krieg', 'ware', 'schön', 'aufmachen', 'firma', 'betrieb', 'sohn', 'kennen', 'privat', 'verkauf', 'stadt', 'apotheke', 'lebensmittel', 'bedienen', 'kundschaft', 'selbständig', 'bezahlen', 'aufbauen', 'friseur', 'selbstständig', 'großhandel', 'straße', 'aufgeben', 'filiale', 'teuer', 'kaufmann', 'liefern', 'hart', 'lebensmittelgeschäft', 'ho', 'händler', 'schließen', 'personal', 'handel', 'chefin', 'kaufhaus']

123 ['prinzip', 'mensch', 'land', 'deutschland', 'system', 'funktionieren', 'gesellschaft', 'krise', 'erleben', 'passieren', 'problem', 'welt', 'letzter', 'verändern', 'geschichte', 'meinung', 'frage', 'spannend', 'wende', 'situation', 'ddr', 'osten', 'generation', 'aufarbeitung', 'relativ', 'versuchen', 'umgehen', 'erfahrung', 'wahrnehmen', 'normal', 'richtig', 'wert', 'vermissen', 'zukunft', 'betreffen', 'konstanz', 'sicht', 'politik', 'treffen', 'politisch', 'ort', 'medium', 'mittlerweile', 'fühlen', 'schaffen', 'gerne', 'richtung', 'wiedervereinigung', 'offen', 'super']

124 ['gott', 'beten', 'kirche', 'religiös', 'mensch', 'religion', 'bibel', 'gläubig', 'gebet', 'christ', 'christlich', 'heilig', 'welt', 'jesus', 'taufen', 'erde', 'geist', 'liebe', 'christus', 'sünde', 'kennen', 'fromm', 'reich', 'lernen', 'herr', 'nennen', 'gemeinde', 'orthodox', 'lieben', 'jude', 'hand', 'geschichte', 'ikonen', 'versammlung', 'testament', 'ändern', 'verschieden', 'verbieten', 'beibringen', 'christentum', 'helfen', 'überzeugen', 'streng', 'gebot', 'tisch', 'himmel', 'studieren', 'bewahren', 'lieb', 'gemeinschaft']

125 ['waschen', 'wäsche', 'kochen', 'putzen', 'küche', 'sauber', 'waschmaschine', 'spülen', 'mutter', 'haushalt', 'schön', 'helfen', 'geschirr', 'arbeit', 'kind', 'wasser', 'tag', 'zeit', 'mädchen', 'wischen', 'haus', 'tisch', 'woche', 'bügeln', 'hand', 'waschküch', 'herd', 'fenster', 'essen', 'hausarbeit', 'köchin', 'oma', 'kühlschrank', 'staub', 'kessel', 'abwaschen', 'wäscherei', 'lachen', 'saubermachen', 'flur', 'gerne', 'einkaufen', 'mussen', 'richtig', 'teller', 'aufhängen', 'aufgabe', 'gaststätte', 'abtrocknen', 'abends']

126 ['wasser', 'waschen', 'erinnern', 'läuse', 'kalt', 'baracke', 'toilette', 'tag', 'essen', 'haare', 'seife', 'bett', 'kleidung', 'sauber', 'haar', 'schlafen', 'warm', 'baden', 'eimer', 'duschen', 'kopf', 'nackt', 'dusche', 'zeit', 'trinken', 'ausziehen', 'decke', 'heiß', 'bad', 'stroh', 'decken', 'pritsch', 'waschraum', 'raum', 'wuschen', 'führen', 'barack', 'boden', 'art', 'rasieren', 'wanzen', 'schrecklich', 'wäsche', 'stunde', 'schneiden', 'schüssel', 'platz', 'mussen', 'reihe', 'zimmer']

127 ['schwarz', 'schaf', 'siemens', 'nennen', 'ipehefrau', 'schwan', 'prozess', 'eichmann', 'rennbahn', 'paradies', 'monika', 'siebzig', 'jaipehefrau', 'schornsteinfeger', 'wunderschön', 'vollkommen', 'unwahrscheinlich', 'ausschreibung', 'erstaunt', 'schwarze', 'eden', 'alltäglich', 'air', 'perser', 'begegnen', 'hmipehefrau', 'gewinnen', 'etcetera', 'rauschen', 'wild', 'mäuse', 'vogelsang', 'schaffer', 'zwischenzeit', 'müde', 'gan', '27', 'ruhen', 'neipehefrau', 'bednarek', 'bevölkerung', 'herr', 'enorm', 'preis', 'niedlich', 'braun', 'daraufhin', 'gordon', 'anzahl', 'revel']

128 ['kartoffel', 'garten', 'feld', 'land', 'sammeln', 'ernten', 'arbeit', 'getreide', 'gemüse', 'rüben', 'helfen', 'äpfel', 'pflücken', 'anbauen', 'bauer', 'weizen', 'herbst', 'sommer', 'obst', 'wachsen', 'ernte', 'blume', 'pflanzen', 'winter', 'tomat', 'säck', 'korn', 'landwirtschaft', 'verkaufen', 'unkraut', 'mussen', 'pflanze', 'felder', 'boden', 'frühjahr', 'maschine', 'kind', 'gurke', 'möhre', 'erde', 'bauen', 'kaufen', 'gedroschen', 'rogg', 'bohne', 'binden', 'dreschmaschine', 'kohl', 'sack', 'rot']

129 ['buchenwald', 'lager', 'entlassen', 'verhaften', 'russe', 'weimar', 'entlassung', 'russisch', 'waldheim', '45', 'mühlberg', 'jamlitz', 'erfahren', 'kz', 'verurteilen', 'ehemalig', 'ketschendorf', 'sachsenhause', 'sowjetisch', 'einsperren', 'kennen', 'gehören', 'wussen', '48', 'häftling', 'verhaftung', 'gefangenschaft', 'berlin', 'nennen', 'werwolf', 'cottbus', 'offizier', 'westen', '1950', 'internieren', 'ddr', 'herr', 'sterben', 'wussten', '1945', 'frankfurt', 'vermuten', 'zeitung', 'transport', 'tot', 'bautzen', 'inhaftieren', 'zeit', 'entlassungsschein', 'rauskommen']

130 ['betrieb', 'rabenstein', 'maschine', 'lachen', 'chemnitz', 'drüben', 'betreiben', 'karlmarxstadt', 'chef', 'siegmar', 'wismut', '45', 'polar', 'firma', 'privat', 'handschuhe', 'volkseigen', 'übernehmen', 'gehören', 'ort', 'produzieren', 'ddr', 'privatbetrieb', 'einsetzen', 'sohn', 'werk', 'stricken', 'handschuh', 'heimarbeit', 'technik', 'rüber', 'produktion', 'rathaus', 'merkel', 'zuhause', 'verwaltung', 'enorm', 'gemeinde', 'stadt', 'arbeitskraft', 'nüber', 'normal', 'direktor', 'veb', 'betriebsleiter', 'junghans', 'bauen', 'schlecht', '50er', 'hängen']

131 ['schlagen', 'hund', 'tür', 'hand', 'hören', 'angst', 'schauen', 'kopf', 'tag', 'fallen', 'werfen', 'fenster', 'arm', 'schreien', 'springen', 'straße', 'rufen', 'bein', 'rannen', 'auge', 'verstecken', 'boden', 'öffnen', 'führen', 'treten', 'passieren', 'nachts', 'weinen', 'rücken', 'stock', 'mädchen', 'zweiter', 'versuchen', 'platz', 'zeigen', 'reihe', 'schlafen', 'gott', 'soldat', 'gesicht', 'stelle', 'schaffen', 'treiben', 'offen', 'fangen', 'dunkel', 'schießen', 'klopfen', 'meter', 'schrecklich']

132 ['schiff', 'hafen', 'boot', 'bord', 'bulgarisch', 'bulgarien', 'sofia', 'marine', 'insel', 'gruppe', 'kapitän', 'dobritsch', 'wasser', 'deck', 'jüdisch', 'schicken', 'küste', 'land', 'dampfer', 'meer', 'werft', 'chaskowo', 'ostsee', 'matrose', 'tag', 'schaffen', 'zelt', 'warna', 'pillau', 'herzi', 'dänemark', 'foto', 'plowdiw', 'jude', 'kopenhagen', 'arbeitsgruppe', 'danzig', 'erinnern', 'arbeit', 'norm', 'wilhelmshaven', 'bauen', 'swinemünd', 'uboot', 'haff', 'david', 'jambol', 'illegal', 'israel', 'kommandant']

133 ['kind', 'eltern', 'kindergarten', 'schule', 'schön', 'gruppe', 'krippe', 'wende', 'einrichtung', 'erziehung', 'zeit', 'lernen', 'erzieher', 'mutti', 'ddr', 'erzieherin', 'kindheit', 'gerne', 'ddrzeit', 'arbeit', 'ausbildung', '', 'erinnern', 'leiterin', 'hort', 'dresden', 'erziehen', 'erleben', 'familie', 'betreuen', 'mütter', 'freiheit', 'merken', 'anfang', 'tag', 'schaffen', 'gehören', 'kindergarte', 'kindergärt', 'beruf', 'spaß', 'kindergärtnerin', 'kinderkrippe', 'abholen', 'erinnerung', 'bestimmen', 'gebären', 'alltag', 'wendezeit', 'kita']

134 ['schwester', 'bruder', 'mutter', 'vater', 'sterben', 'kind', 'familie', 'eltern', 'geschwister', 'brüder', 'wohnen', 'schwager', 'heiraten', 'haus', 'krieg', 'schwägerin', 'zeit', 'spät', 'verheiraten', 'sohn', 'tochter', 'zweiter', 'krank', 'fallen', 'besuchen', 'zuhause', 'tot', 'gebären', 'helfen', 'essen', 'besuch', 'verlieren', 'gewohnen', 'ält', 'drüben', 'mädchen', 'brüdern', 'wussen', 'zurückgekommen', 'richtig', 'neffe', 'lernen', 'kontakt', 'schwer', 'verstorben', 'zurückkommen', 'überleben', 'älte', 'tante', 'schicken']

135 ['schäfer', 'gruppe', 'chile', 'spät', 'deutschland', 'paul', 'kind', 'wussen', 'wolfgang', 'krankenhaus', 'kolonie', 'mädchen', 'zeit', 'jungs', 'gruppentante', 'reden', 'papa', 'gemeinde', 'schmidt', 'herr', 'gehören', 'schlimm', 'santiago', 'schmidtke', 'tag', 'hartmut', 'hopp', 'kinderhaus', 'schwester', 'wagen', 'siegburg', 'mitbekommen', 'baar', 'horst', 'karl', 'passieren', 'schlagen', 'system', 'wahnsinnig', 'verstecken', 'erfahren', 'bulnes', 'wusste', 'hugo', 'mücke', 'küche', 'bibel', 'saal', 'berg', 'wussten']

136 ['tag', 'wussen', 'woche', 'kennen', 'spät', 'anrufen', 'rufen', 'telefon', 'melden', 'wussten', 'polizei', 'warten', 'treffen', 'herr', 'hören', 'zeit', 'wusste', 'erfahren', 'stunde', 'bescheid', 'freund', 'schicken', 'abholen', 'besuchen', 'passieren', 'tür', 'papier', 'sohn', 'zeigen', 'hingehen', 'reden', 'letzter', 'richtig', 'adresse', 'dauern', 'ankommen', 'klingeln', 'wohnen', 'versuchen', 'erklären', 'nachricht', 'abend', 'merken', 'gehören', 'nett', 'bestellen', 'zettel', 'unterhalten', 'karte', 'vergessen']

137 ['richtig', 'schön', 'gerne', 'echt', 'merken', 'zeit', 'spaß', 'kennen', 'interessant', 'gefühl', 'geschichte', 'relativ', 'komisch', 'freund', 'lustig', 'normal', 'nett', 'freundin', 'spannend', 'lachen', 'find', 'ändern', 'moment', 'blöd', 'schlimm', 'job', 'unheimlich', 'fallen', 'mittlerweile', 'lernen', 'fühlen', 'gott', 'schlecht', 'passieren', 'grunde', 'stimmen', 'anfang', 'funktionieren', 'grund', 'mitkriegen', 'überlegen', 'super', 'hören', 'druck', 'lust', 'sinn', 'versuchen', 'wenns', 'ahnung', 'lächeln']

138 ['kind', 'mutter', 'zeit', 'arbeit', 'haushalt', 'vater', 'eltern', 'lachen', 'schule', 'gerne', 'helfen', 'mädchen', 'geld', 'zuhause', 'essen', 'lernen', 'arbeitslos', 'beruf', 'schwer', 'krieg', 'schön', 'verdienen', 'duisburg', 'wohnen', 'woche', 'arbeitsamt', 'straße', 'heiraten', 'schwester', 'garten', 'kennen', 'familie', 'pflichtjahr', 'schlecht', 'nähen', 'fallen', 'kochen', 'mussen', 'richtig', 'krank', 'putzen', 'zeche', 'berufstätig', 'haus', 'verheiraten', 'abends', 'hingehen', 'arbeitslosigkeit', 'gelsenkirchen', 'wohnung']

139 ['vater', 'mutter', 'kind', 'eltern', 'familie', 'bruder', 'schwester', 'spät', 'schule', 'erinnern', 'haus', 'zuhause', 'kindheit', 'papa', 'streng', 'geschwister', 'mutti', 'sterben', 'verhältnis', 'mädchen', 'wohnen', 'gerne', 'wussen', 'schlagen', 'erziehen', 'erziehung', 'kümmern', 'nachbar', 'krank', 'sorgen', 'gehören', 'tochter', 'mitkriegen', 'reden', 'mama', 'weinen', 'furchtbar', 'elternhaus', 'schlimm', 'haushalt', 'brüder', 'stolz', 'arm', 'vati', 'lieben', 'hausfrau', 'angst', 'richtig', 'wohnung', 'tod']

140 ['', 'kibbuz', 'jüdisch', 'deutschland', 'haifa', 'militär', 'araber', 'arabisch', 'jude', 'tel', 'aviv', 'lachend', 'jerusalem', 'land', 'englisch', 'palästina', 'holland', 'freund', 'jugendbewegung', 'hamm', 'zionistisch', 'israel', 'berlin', 'engländer', 'frage', 'richtig', 'schicken', '33', 'schrecklich', 'polizei', 'lachen', 'sogenannter', 'dortmund', 'weltkrieg', 'nennen', 'leo', 'gehören', 'hebräisch', 'essen', 'ägypten', 'beschließen', 'illegal', 'kibbuzim', '36', 'britisch', 'schwer', 'schlecht', 'christlich', 'universität', 'köln']

141 ['betrieb', 'kollektiv', 'arbeit', 'brigade', 'gewerkschaft', 'kollege', 'auszeichnung', 'sozialistisch', 'aktivist', 'bgl', 'prämie', 'ddr', 'auszeichnen', 'kombinat', 'lachen', 'plan', 'kultur', 'betreiben', 'eisenhüttenstadt', 'produktion', 'leiter', 'gesellschaftlich', 'werk', 'leistung', 'funktion', 'gehören', 'aufgabe', 'fdgb', 'orden', 'werktätig', 'wettbewerb', 'abteilung', 'technisch', 'organisieren', 'problem', 'arbeiter', 'verantwortlich', 'qualifizieren', 'direktor', 'sozialismus', 'eko', 'dsf', 'meister', 'erfüllen', 'arbeitszeit', 'ökonomisch', 'mensch', 'entwickeln', 'mitglied', 'kulturhaus']

142 ['stockend', 'murmeln', 'geräusch', 'flüstern', 'berlin', 'oebisfelde', 'umblättern', 'papierraschel', 'dömitz', 'wolfsburg', 'celle', 'buch', 'personalwesen', 'audi', 'vw', 'neuendorf', 'vorstand', 'stefan', 'papierrascheln', 'geschirrklapper', 'ruth', 'stiefvater', 'emden', 'vertrag', 'braunschweig', 'poltern', 'klacken', 'stöhnen', 'hamburger', 'friedrichstadt', 'büchner', 'jbpna', 'freundin', 'benjamin', 'führungskräft', 'jbpnaja', 'gisela', 'abteilungsleiter', 'manfred', 'stabsgebäude', 'hockey', 'kowling', 'verhalten', 'führungskräfte', 'versteh', 'versailler', 'wegkommen', 'leiter', 'mexiko', 'jbpja']

143 ['aufgabe', 'gruppe', 'arbeit', 'zeit', 'übernehmen', 'organisieren', 'nennen', 'verschieden', 'bereich', 'führen', 'auftrag', 'leitung', 'einzeln', 'aufbauen', 'verwaltung', 'durchführen', 'einsetzen', 'organisation', 'sogenannter', 'kümmern', 'zuständig', 'leiter', 'leiten', 'verbindung', 'art', 'ort', 'sorgen', 'hilfe', 'verantwortlich', 'bilden', 'versuchen', 'funktion', 'kommission', 'abteilung', 'möglichkeit', 'plan', 'kontakt', 'vorbereiten', 'mitarbeiter', 'tätigkeit', 'büro', 'beschäftigen', 'gründen', 'mitglied', 'einrichten', 'betreuen', 'spät', 'ordnung', 'gewiß', 'anfang']

144 ['jude', 'ungarn', 'ungarisch', 'erinnern', 'jüdisch', 'stadt', 'budapest', 'familie', 'synagoge', 'rumänien', 'rumänisch', 'israel', 'religiös', 'bukarest', 'vater', 'zeit', 'ort', 'nennen', 'gehören', 'gemeinde', 'schicken', 'rabbiner', 'bruder', 'arbeit', 'zwangsarbeit', 'zurückkehren', 'mensch', 'orthodox', 'problem', 'kaschau', 'schabbat', 'synagog', 'rabbi', 'leisten', 'fräulein', 'wussten', 'rumän', 'krieg', 'befinden', 'straße', 'galai', 'verlassen', 'brüder', 'wussen', 'eltern', 'nndi', 'auschwitz', 'jiddisch', 'haus', 'art']

145 ['colonia', 'kolonie', 'deutsch', 'chile', 'schäfer', 'chilenisch', 'dignidad', 'deutschland', 'botschaft', 'opfer', 'diktatur', 'colono', 'hopp', 'sekt', 'santiago', 'dina', 'paul', 'missbrauch', 'foltern', 'müller', 'amnesty', 'gruppe', 'gefangener', 'staat', 'pinochet', 'auswärtig', 'täter', 'amt', 'reden', 'flüchten', 'politisch', 'waffe', 'wolfgang', 'wussen', 'folter', 'normal', 'identität', 'sogenannter', 'passieren', 'hartmut', 'system', 'flucht', 'international', 'mord', 'putsch', 'aussagen', 'wussten', 'geheimdienst', 'justiz', 'aussage']

146 ['zeche', 'kohle', 'bergbau', 'steiger', 'tag', 'bergmann', 'ruhrgebiet', 'arbeit', 'kumpel', 'bergleute', 'schicht', 'schacht', 'meter', 'zeit', 'hauer', 'gelsenkirchen', 'verdienen', 'wagen', 'bochum', 'krieg', 'nennen', 'grube', 'betriebsführer', 'geld', 'schachtanlage', 'recklinghausen', 'stempel', 'wahr', 'bergarbeiter', 'robert', 'morgens', 'streb', 'kumpels', 'fördern', 'anton', 'aussage', 'tonne', 'pütt', 'leistung', 'walsum', 'bergeborbeck', 'westerholt', 'herne', 'bergwerk', 'revier', 'steig', 'arbeiter', 'untertage', 'knappschaft', 'geding']

147 ['ddr', 'berlin', 'westen', 'mauer', 'wende', 'osten', 'westberlin', 'eltern', 'grenze', 'lachen', 'drüben', 'erinnern', 'rüber', 'ostberlin', 'relativ', 'kind', 'westdeutschland', 'stasi', 'west', 'stadt', '89', 'spannend', 'straße', 'passieren', 'berliner', 'prinzip', 'freund', 'ost', 'mitbekommen', 'besuchen', 'leipzig', 'familie', 'gefühl', 'interessant', 'kennen', 'westdeutsch', 'erleben', 'auto', 'politisch', 'richtung', 'angucken', 'fernsehen', 'merken', 'bundesrepublik', 'wiedervereinigung', 'bild', 'ungarn', 'angst', 'dresden', 'kontakt']

148 ['wald', 'baum', 'förster', 'fläche', 'holz', 'bäume', 'meter', 'schön', 'pflanzen', 'wachsen', 'bauer', 'hektar', 'pflanze', 'natur', 'gebiet', 'wälder', 'grün', 'schützen', 'landschaft', 'fällen', 'hecke', 'forstamt', 'fünfzig', 'moor', 'wiese', 'tal', 'boden', 'stadt', 'pflegen', 'dicht', 'düren', 'wild', 'eiche', 'mensch', 'kiefer', 'stelle', 'prozent', 'heide', 'tier', 'schmetterling', 'sechzig', 'gehören', 'bäum', 'fichte', 'fallen', 'entstehen', 'ast', 'jahrhundert', 'berg', 'achtzig']

149 ['wohnung', 'wohnen', 'haus', 'zimmer', 'gewohnen', 'eltern', 'familie', 'kind', 'bauen', 'straße', 'einziehen', 'schön', 'umziehen', 'gehören', 'küche', 'zeit', 'möbel', 'kaufen', 'tochter', 'bad', 'etage', 'gewohnt', 'miete', 'heiraten', 'nähe', 'einrichten', 'mieten', 'anfang', 'spät', 'sohn', 'arbeit', 'nachbar', 'vermieten', 'schlafzimmer', 'ausziehen', 'mutter', 'platz', 'gebären', 'garten', 'räume', 'ausgebombt', 'raum', 'schwester', 'quadratmeter', 'wohnraum', 'toilette', 'dach', 'dritter', 'viertel', 'aufnehmen']

