0 ['keller', 'bombe', 'flugzeug', 'bunker', 'fliegen', 'krieg', 'haus', 'angriff', 'bombardieren', 'fallen', 'bombenangriff', 'hören', 'alarm', 'treffen', 'brennen', 'kaputt', 'stadt', 'zerstören', 'schlimm', 'flieger', 'schießen', 'spät', 'passieren', 'erleben', 'angst', 'nähe', 'fliegeralarm', 'luftschutzkeller', 'straße', 'transkript', 'evakuieren', 'amerikaner', 'tot', 'nachts', 'bomben', 'umkommen', 'ausgebombt', 'zerbombt', 'erinnern', 'luftangriffe', '43', 'pilot', 'luft', 'verbrennen', 'abschießen', 'splitter', 'letzter', 'schrecklich', 'explodieren', 'engländer', 'retten', 'kind', 'bauen', 'wohnen', 'tag', 'erde', 'amerikanisch', 'furchtbar', 'tiefflieger', 'luftangriff', 'bombardierung', 'dach', 'feuer', 'stelle', 'trümmer', 'werfen', 'himmel', 'siren', 'flamme', 'schwer', '44', '1944', 'flughafen', 'nah', 'bombardiern', 'maschine', 'meter', 'rannen', '45', 'springen', 'gott', 'brennend', 'dick', 'abwerfen', 'dresden', 'brandbombe', 'schutt', 'flak', 'verletzen', 'tote', 'beschießen', 'löschen', 'kriegsend', 'bomber', 'angreifen', 'zweiter', 'fenster', 'beschädigen', 'brand', 'verbinden']
57 ['hund', 'geschirr', 'räusperen', 'klappern', 'katze', 'geräusch', 'klatschen', 'willi', 'tier', 'wahnsinnig', 'leise', 'paul', 'bellen', 'amüsieren', 'grunde', 'schäferhund', 'ella', 'hmkurz', 'nuschelen', 'lindau', 'freund', 'hintergrund', 'amüsiern', 'münchen', 'menge', 'katzen', 'ständig', 'jakurze', 'schlimm', 'nett', 'kruse', 'bank', 'silvia', 'richard', 'hunde', 'nuschelt', 'quietschen', 'journalist', 'tierarzt', 'schwierigkeit', 'mim', 'rascheln', 'moers', 'spur', 'redaktion', 'ewig', 'spazieren', 'wusst', 'sozial', 'gell', 'amüsiert', 'schüchtern', 'brinkmann', 'gelegentlich', 'gelsenkirchen', 'neukirchen', 'melcher', 'sport', 'brost', '50er', 'nachdenken', 'lokalchef', 'lady', 'standpunkt', 'neukirchenvluyn', 'lachend', 'feilgenhauer', 'kätzchen', 'kollege', 'lecken', 'brake', 'fein', 'hättn', 'blättern', 'arbeitsdienst', 'dehnen', 'rasch', 'linker', 'eifersüchtig', 'bayern', 'gladbeck', 'gelten', 'wüsst', 'hündchen', 'flüchtling', 'umziehen', 'kuhn', 'melchers', 'sportzeitung', 'nuscheln', 'häckel', 'wuff', 'susi', 'fallen', 'reden', 'sportredakteur', 'spiegel', 'petra', 'schwiegermutter', 'beißen']

58 ['schule', 'klasse', 'lehrer', 'schüler', 'unterricht', 'lernen', 'kind', 'lehrerin', 'unterrichten', 'eltern', 'erinnern', 'schulzeit', 'spät', 'vierter', 'schuljahr', 'direktor', 'zweiter', 'geschichte', 'grundschule', 'gymnasium', 'schlecht', 'fünfter', 'achter', 'zehnter', 'zeit', 'stunde', 'mädchen', 'schulleiter', 'dritter', 'mathematik', 'pionier', 'neunter', 'besuchen', 'sechster', 'fach', 'siebter', 'fallen', 'schülerin', 'streng', 'gerne', 'volksschule', 'letzter', 'richtig', 'oberschule', 'beibringen', 'einschulen', 'deutsch', 'prüfung', 'fächer', 'note', 'jungs', 'rektor', 'wussen', 'schulklasse', 'schön', 'tafel', 'klassenlehrer', 'nachmittags', 'mitschüler', 'kennen', 'pädagogisch', 'physik', 'hausaufgabe', 'schulrat', 'schulhof', 'zeugnis', 'erinnerung', 'mittelschule', 'mathe', 'mussen', 'rechnen', 'versetzen', 'aufsatz', 'beenden', 'aufgabe', 'lehrerinn', 'klassenlehrerin', 'erklären', 'vorbereiten', 'lehrplan', 'schulunterricht', 'woche', 'abschluss', 'dorf', 'reihe', 'russisch', 'problem', 'lehren', 'fächern', 'bildung', 'auswendig', 'wussten', 'klassenkamerad', 'wechseln', 'abschließen', 'spaß', 'nennen', 'fräulein', 'halstuch', 'direktorin']

59 ['buch', 'bücher', 'geschichte', 'literatur', 'gedicht', 'schön', 'interessant', 'kennen', 'bibliothek', 'zeitschrift', 'zeitung', 'schriftsteller', 'interessiert', 'verlag', 'zeit', 'artikel', 'roman', 'büchern', 'deutsch', 'zeigen', 'text', 'beschreiben', 'versuchen', 'bild', 'schenken', 'dick', 'professor', 'beschäftigen', 'karl', 'berühmt', 'goethe', 'bericht', 'kaufen', 'letzter', 'hand', 'welt', 'hans', 'film', 'menge', 'schicken', 'vortrag', 'nennen', 'manuskript', 'sammeln', 'wunderbar', 'berlin', 'jahrhundert', 'art', 'spät', 'bücherei', 'verbieten', 'herausgeben', 'drucken', 'gerne', 'faust', 'geistig', 'nett', 'aufsatz', 'übersetzen', 'zweiter', 'erwähnen', 'gehören', 'fischer', 'erinnerung', 'journalist', 'weltkrieg', 'dicht', 'stolz', 'werk', 'dichter', 'heft', 'stammen', 'vorgelesen', 'verfassen', 'lesung', 'aufgeschrieben', 'literarisch', 'verkaufen', 'erzählung', 'buchhandlung', 'draus', 'ausgabe', 'schrift', 'reihe', 'rudolf', 'einladen', 'eng', 'marx', 'modern', 'gedächtnis', 'klassiker', 'wissenschaftlich', 'lustig', 'verleger', 'entstehen', 'gründen', 'leid', 'sinn', 'büchlein', 'walter']

60 ['auto', 'schiff', 'urlaub', 'schön', 'reise', 'tag', 'hotel', 'woche', 'wagen', 'bus', 'fahrt', 'motorrad', 'führerschein', 'kilometer', 'kaufen', 'boot', 'meer', 'fliegen', 'ostsee', 'reisen', 'fahrrad', 'insel', 'berg', 'sommer', 'hafen', 'unterwegs', 'feri', 'zeit', 'land', 'fahrer', 'ausland', 'motor', 'hingefahren', 'letzter', 'ankommen', 'mitfahren', 'richtig', 'bauen', 'benzin', 'jugoslawien', 'kosten', 'flugzeug', 'hinfahren', 'fahrn', 'zweiter', 'berlin', 'italien', 'überlegen', 'wunderschön', 'ort', 'gerne', 'norwegen', 'privat', 'strand', 'mitgefahren', 'bord', 'geld', 'schweiz', 'österreich', 'zelt', 'flughafen', 'anmelden', 'buchen', 'gegend', 'wartburg', 'welt', 'warten', 'fahrzeug', 'billig', 'weggefahren', 'kapitän', 'stunde', 'mercedes', 'lachen', 'abholen', 'wetter', 'kennen', 'dampfer', 'fest', 'unternehmen', 'einladen', 'küste', 'deck', 'übernachten', 'bahn', 'wasser', 'nähe', 'opel', 'schwimmen', 'trabant', 'straße', 'platz', 'nordsee', 'mallorca', 'kraft', 'flug', 'wunderbar', 'erlebnis', 'wochenende', 'zeigen']

61 ['brechen', 'stocken', 'lachen', 'herr', 'naturschutz', 'kennen', 'lüdenscheid', 'kreis', 'lippe', 'münster', 'natur', 'lienenkämper', 'arnsberg', 'bielefeld', 'vögel', 'doktor', 'biologie', 'kötter', 'sgv', 'detmold', 'blättern', 'herrn', 'unna', 'arbeit', 'husten', 'heimatbund', 'bd', 'westfälisch', 'interessiert', 'leverkusen', 'schule', 'naturwissenschaftlich', 'lippisch', 'wahr', 'schmidt', 'raum', 'leise', 'wanderung', 'köln', 'ehrenamtlich', 'lehrer', 'minden', 'unterlage', 'schüler', 'tier', 'gehören', 'bayer', 'biologe', 'vortrag', 'nennen', 'arbeitsgemeinschaft', 'ornithologisch', 'rademach', 'kreisbeauftragter', 'grün', 'heimat', 'amt', 'tätigkeit', 'hauptamtlich', 'gebiet', 'akte', 'lemgo', 'stelle', 'landschaft', 'land', 'geografie', 'schuldienst', 'feld', 'bezirksbeauftragt', 'dortmund', 'soest', 'bezirk', 'stimmen', 'verfügung', 'wunderschön', 'wissenschaftlich', 'heimatkunde', 'gerne', 'exkursionen', 'räusperen', 'vorgänger', 'witzig', 'biologisch', 'weser', 'station', 'landschaftsverband', 'vogelwart', 'naturschutzbeauftragter', 'wilhelm', 'nebenher', 'naturschutzgebiet', 'vogelweln', '65', 'werk', 'westfalen', 'landesverband', 'freuen', 'heinrich', 'geographie', 'botanisch']

62 ['richtig', 'schlimm', 'passieren', 'wussen', 'zeit', 'schlagen', 'mensch', 'tag', 'angst', 'gott', 'gehören', 'kennen', 'hand', 'merken', 'hauen', 'schlecht', 'wussten', 'stimmen', 'kopf', 'hart', 'reden', 'kaputt', 'ruhig', 'letzter', 'hören', 'tisch', 'mitkriegen', 'ruhe', 'fallen', 'dumm', 'ordnung', 'versuchen', 'spät', 'aufpassen', 'klauen', 'böse', 'strafe', 'erwischen', 'mussen', 'rauskommen', 'schimpfen', 'bestrafen', 'melden', 'dick', 'falsch', 'zeigen', 'ehrlich', 'angucken', 'mitmachen', 'ecke', 'hingehen', 'wusste', 'arm', 'ohr', 'geschichte', 'bestimmen', 'kerl', 'trauen', 'schön', 'echt', 'woche', 'abhauen', 'passen', 'schluss', 'mund', 'stecken', 'blöd', 'verbieten', 'extra', 'rufen', 'gekriegen', 'erleben', 'lieb', 'schwarz', 'verrückt', 'stunde', 'chef', 'lieber', 'prügeln', 'glück', 'rüber', 'gesicht', 'reinkommen', 'tot', 'dauern', 'weißen', 'fliegen', 'quatsch', 'rausholen', 'druck', 'aufmachen', 'schaffen', 'auge', 'wagen', 'prügel', 'vergessen', 'tür', 'unterhalten', 'krach', 'ordentlich']

63 ['mensch', 'angst', 'schlimm', 'kind', 'erinnern', 'zeit', 'passieren', 'erleben', 'gefühl', 'schrecklich', 'erinnerung', 'schwer', 'furchtbar', 'reden', 'spät', 'fühlen', 'weinen', 'situation', 'krieg', 'wussen', 'tag', 'vergessen', 'geschichte', 'versuchen', 'gott', 'richtig', 'hören', 'helfen', 'erlebnis', 'verlieren', 'fallen', 'traurig', 'moment', 'welt', 'träumen', 'erfahrung', 'merken', 'gelitten', 'gehören', 'spüren', 'tod', 'flucht', 'leid', 'sterben', 'freund', 'auge', 'kopf', 'buch', 'überleben', 'familie', 'durchmachen', 'empfinden', 'leiden', 'erklären', 'zeigen', 'normal', 'schön', 'bild', 'hoffen', 'erfahren', 'träume', 'tot', 'fürchterlich', 'traum', 'schaffen', 'hoffnung', 'froh', 'ertragen', 'geschehen', 'freude', 'eltern', 'unglaublich', 'wahnsinnig', 'hart', 'beschreiben', 'ereignis', 'gedanke', 'alter', 'bedeuten', 'heulen', 'begreifen', 'treffen', 'herz', 'nachdenken', 'weise', 'bewusst', 'wusste', 'woche', 'schlafen', 'endlich', 'lieben', 'freuen', 'warten', 'träne', 'psychisch', 'arm', 'schlecht', 'erwachsen', 'stimmen', 'schock']

64 ['stimme', 'heben', 'lachen', 'hauchen', 'stöhnen', 'lübben', 'betonen', 'stocken', 'verhalten', 'räusperen', 'jemacht', 'uff', 'nuschelen', 'jamlitz', 'murmeln', 'lieberose', 'schleppend', 'cottbus', 'brechen', 'luft', 'husten', 'lieberos', 'wahr', 'keene', 'richtig', 'geräusch', 'dehnen', 'schreien', 'aufgeregt', 'iss', 'stockend', 'stöhnend', 'klopfen', 'jekriegt', 'russe', 'flüstern', 'pusten', 'klatschen', 'jaipks', 'jesacht', 'nuschelt', 'frage', 'nüscht', 'jekommen', 'autogeräusch', 'gloobe', 'zwee', 'eenmal', 'günter', 'erstaunt', 'nischen', 'unjefähr', 'jearbeitet', 'jawoll', 'forst', 'abgehacken', 'drüben', 'jegeben', 'berlin', 'blättern', 'jenau', 'wende', 'ernst', 'ahaipks', 'gesehn', 'jeholt', 'keutel', 'globe', 'stehn', 'lübbener', 'sin', 'klacken', 'poltern', 'kleene', 'lager', 'keller', 'hase', 'jelernt', 'nüschen', 'sowat', 'antworten', 'fahrn', 'erleben', 'lübbenau', 'tot', 'letzter', 'beede', 'jesehn', 'ruhig', 'jehört', 'weisen', 'jegange', 'druff', 'jeschrieben', 'inne', 'waipehefrau', 'kenn', 'hättn', 'jegangn', 'hüttenhain']

65 ['arzt', 'krankenhaus', 'krank', 'tag', 'sterben', 'krankheit', 'schwer', 'woche', 'doktor', 'spät', 'operieren', 'bein', 'untersuchen', 'behandeln', 'medikament', 'gesund', 'helfen', 'operation', 'bett', 'schlimm', 'zeit', 'schlecht', 'ärztin', 'krankenschwester', 'patient', 'klinik', 'behandlung', 'fieber', 'schwester', 'professor', 'schmerz', 'blut', 'glück', 'auge', 'spritze', 'körper', 'herz', 'medizinisch', 'krebs', 'lunge', 'kopf', 'feststellen', 'pflegen', 'tuberkulose', 'zweiter', 'spritzen', 'arbeit', 'untersuchung', 'station', 'ärzten', 'letzter', 'ordnung', 'ärztlich', 'kur', 'erkranken', 'körperlich', 'normal', 'abnehmen', 'lazarett', 'tablette', 'besuchen', 'weh', 'luft', 'kümmern', 'zimmer', 'magen', 'richtig', 'zustand', 'praxis', 'fallen', 'tot', 'heilen', 'passieren', 'rufen', 'hausarzt', 'herzinfarkt', 'schaffen', 'wussen', 'zahnarzt', 'stunde', 'hilfe', 'lungenentzündung', 'typhu', 'unfall', 'angst', 'hand', 'warten', 'tod', 'erholen', 'chefarzt', 'gott', 'dritter', 'schwach', 'leiden', 'überleben', 'arm', 'medizin', 'messen', 'merken', 'folge']

66 ['ruhrgebiet', 'düsseldorf', 'hannover', 'köln', 'stadt', 'bayern', 'hagen', 'stuttgart', 'schön', 'westfalen', 'bad', 'land', 'rheinland', 'gegend', 'gehören', 'rhein', 'kennen', 'braunschweig', 'niedersachsen', 'münster', 'duisburg', 'berlin', 'münchen', 'göttingen', 'wohnen', 'norden', 'nürnberg', 'ort', 'dortmund', 'bielefeld', 'westfale', 'kölner', 'gebiet', 'nähe', 'damalig', 'wuppertal', 'sauerland', 'süden', 'ecke', 'bezirk', 'dorf', 'celle', 'frankfurt', 'ulm', 'niederrhein', 'gelsenkirchen', 'sachsen', 'grün', 'dialekt', 'nordrhein', 'bauen', 'süddeutschland', 'kassel', 'landen', 'hamburg', 'heimat', 'bremen', 'herford', 'oberhausen', 'schwäbisch', 'coburg', 'kreis', 'würzburg', 'bayer', 'ehemalig', 'nordrheinwestfalen', 'siegen', 'thüringen', 'württemberg', 'wolfsburg', 'autobahn', 'grenze', 'umgebung', 'stammen', 'neuss', 'verbindung', 'paderborn', 'wesel', 'regensburg', 'ländlich', 'osnabrück', 'woanders', 'norddeutschland', 'darmstadt', 'bereich', 'rheinländer', 'kilometer', 'siegerland', 'knapp', 'hildesheim', 'nordrheinwestfale', 'großstadt', 'dörfer', 'holland', 'bauer', 'interessiert', 'hessen', 'beamter', 'flüchtling', 'versetzen']

67 ['arbeitsdienst', 'mädchen', 'schön', 'lachen', 'lager', 'stellung', 'pflichtjahr', 'führerin', 'bauer', 'mussen', 'richtig', 'bdm', 'heimweh', 'melden', 'scheinwerfer', 'kriegshilfsdienst', 'freiwillig', 'essen', 'kameradschaft', 'soldat', 'führerinn', 'dorf', 'woche', 'remscheid', 'zimmer', 'dienst', 'sachten', 'zeit', 'bauern', 'nennen', 'unterbringen', 'echt', 'uniform', 'fahne', 'flak', 'bett', 'marschieren', 'sin', 'margret', 'fräulein', 'hättn', 'reichsarbeitsdienst', 'spaß', 'klvlager', 'wehrmacht', 'morgens', 'nett', 'interviewpartnerin', 'überlegen', 'einziehen', 'post', 'abends', 'bestimmen', 'außendienst', 'solingen', 'mitmachen', 'schicken', 'einzeln', 'leipzig', 'wussten', 'prag', 'besuchen', 'ausbildung', 'einsetzen', 'landjahr', 'glück', 'batterie', 'kinderlandverschickung', 'antreten', 'klv', 'herrlich', 'stralsund', 'lagerleiterin', 'käte', 'schulung', 'barack', 'arbeitsdienstlager', 'angriff', 'sogenannter', 'dresden', 'rad', 'ort', 'gehören', 'bauernhof', 'mädels', 'kochen', 'schrecklich', 'maid', 'wermelskirchen', 'gegend', 'bauunternehmer', 'schlimm', 'elle', 'bergisch', 'arbeitsmaid', 'froh', 'meißen', 'fahrräder', 'heulen', 'nachts']

68 ['schule', 'gymnasium', 'abitur', 'klasse', 'volksschule', 'lehrer', 'grundschule', 'oberschule', 'realschule', 'eltern', 'iphe', 'besuchen', 'ausbildung', 'mittlerer', 'mittelschule', 'spät', 'intavp', 'studieren', 'latein', 'vater', 'reif', 'internat', 'schuljahr', 'hauptschule', 'schüler', 'handelsschule', 'schulzeit', 'normal', 'zehnter', 'einschulen', 'richtig', 'lehrerin', 'studium', 'prüfung', 'sogenannter', 'relativ', 'englisch', 'lyzeum', 'nennen', 'mädchen', 'nachholen', 'französisch', 'schulgeld', 'reife', 'aufnahmeprüfung', 'abschluss', 'fünfter', 'lehrerbildungsanstalt', 'wechseln', 'jahrgang', 'humanistisch', 'neunter', 'städtisch', 'feri', 'erweitert', 'lernen', 'zweiter', 'unterricht', 'direktor', 'gelsenkirchen', 'schaffen', 'aufwachsen', 'achter', 'griechisch', 'verlassen', 'sechster', 'leistung', 'abi', 'gerne', 'sport', 'anmelden', 'mündlich', 'anerkennen', 'einjährig', 'bildung', 'mädchenschule', 'weiterführend', 'mathe', 'elfter', 'quarta', 'oberrealschule', 'oberstufe', 'bezahlen', 'rektor', 'üblich', 'staatlich', 'ostern', 'mitte', 'polytechnisch', 'fördern', 'zeugnisse', 'entscheiden', 'berufsausbildung', 'nachmachen', 'realgymnasium', 'zeugnis', 'dritter', 'überlegen', 'sexta', 'wunsch']

69 ['kind', 'tochter', 'sohn', 'gebären', 'familie', 'zweiter', 'enkel', 'heiraten', 'verheiraten', 'schwanger', 'söhne', 'mädchen', 'sterben', 'wohnen', 'welt', 'geburt', 'töchter', 'mutter', 'dritter', 'baby', 'schwiegersohn', 'enkelin', 'haus', 'schön', 'schule', 'enkelkind', 'schwiegertochter', 'enkelkinder', 'lernen', 'kennen', 'krankenhaus', 'studieren', 'mutti', 'arzt', 'urenkel', 'lieben', 'kümmern', 'letzter', 'wohnung', 'gott', 'mütter', 'glücklich', 'ordnung', 'oma', 'tag', 'schwangerschaft', 'aufnehmen', 'krank', 'adoptieren', 'papa', 'älte', 'erziehen', 'geburtstag', 'schwiegermutter', 'woche', 'alter', 'hebamme', 'wunderbar', '40', 'helfen', 'opa', 'kindergarten', 'hören', 'ehemann', 'schwer', 'stillen', '50', 'beschäftigen', 'entbinden', 'schaffen', 'lehrerin', 'heim', 'normal', 'erwachsen', 'entbindung', 'besuchen', 'arm', 'freuen', 'zwilling', 'rente', 'zufrieden', 'vierter', 'generation', 'kinderheim', 'zeigen', 'abholen', 'gesund', 'scheiden', 'dankbar', 'nett', 'nähe', 'enkeltochter', 'wahr', 'sohne', 'jungs', 'baden', 'dieter', 'abtreibung', 'aufpassen', 'gesundheit']

70 ['krupp', 'essen', 'duisburg', 'firma', 'krieg', 'zeit', 'mülheim', 'lachen', 'borbeck', 'straße', 'kruppsch', 'wohnen', 'kennen', 'spät', 'heimaterde', 'gehören', 'beschäftigen', 'nennen', 'essener', 'betrieb', 'oberhausen', 'arbeiter', 'kollege', 'kruppianer', 'hamborn', 'thyssen', 'altenesse', 'düsseldorf', 'steel', 'altendorf', 'zeche', 'seinerzeit', 'mühlheim', 'wohnung', 'frintrop', 'nebenbei', 'essenwest', 'straßenbahn', 'kenn', 'angestellter', 'entlassen', 'sozial', 'ruhrgebiet', 'hauptsächlich', 'kettwig', 'interessiert', 'entsinnen', 'ecke', 'rüttenscheid', 'schlecht', 'komisch', 'kruppschen', 'holsterhausen', 'gruga', 'ruhr', 'genossenschaft', 'stadt', 'ruhrort', 'augenblick', 'gewohnen', 'widia', 'durcheinander', 'eventuell', 'meiderich', 'weltkrieg', 'mittlerweile', 'echt', 'husten', 'wasserwerk', 'rheinhausen', 'erwerbslos', 'alfried', 'stottern', 'gegend', 'bredeney', 'bahnhof', 'gott', 'teils', 'leise', 'demontieren', 'bohle', 'büro', 'gebiet', 'siedlung', 'wohnungsbau', 'beitz', 'kulmbach', 'west', 'duisburger', 'dinger', 'kuckuck', 'stotternd', 'beeck', 'verwaltungsgebäude', 'aufwärts', 'velbert', 'kennn', 'wesel', 'wuppertal', 'raum']

71 ['köln', 'rundfunk', 'sendung', 'wdr', 'sender', 'berlin', 'werner', 'fernsehen', 'journalist', 'hamburg', 'programm', 'hans', 'intendant', 'lachen', 'herr', 'bismarck', 'westdeutsch', 'schulz', 'chef', 'studio', 'welle', 'funkhaus', 'kennen', 'tot', 'deutsch', 'leiter', 'eduard', 'techniker', 'frage', 'reporter', 'kölner', 'interviewpartnerin', 'dr', 'karl', 'deinert', 'technisch', 'dritter', 'nachricht', 'schnitzler', 'mitarbeiter', 'willi', 'bonn', 'redakteur', 'khm', 'leise', 'edith', 'senden', 'erich', 'mikrofon', 'ernst', 'akte', 'nennen', 'archiv', 'dufhues', 'büro', 'bayer', 'reihe', 'jawohl', 'höfer', 'professor', 'material', 'kollege', 'hörer', 'jahrgang', 'winfried', 'nwdr', 'nordwestdeutsch', 'minute', 'liste', 'technik', 'gehören', 'neuwied', 'doktor', 'beitrag', 'gell', 'hermann', 'journalismus', 'redaktion', 'versetzen', 'kucken', 'sprecher', 'interview', 'zdf', 'bernhard', 'ablösen', 'deutschlandfunk', 'meyer', 'hartmann', 'chefredakteur', 'hamburger', 'fest', 'meldung', 'funktion', 'schreibtisch', 'stimme', 'dienst', 'fragezeichen', 'pensionieren', 'thaege', 'berühmt']

72 ['israel', 'kibbuz', 'gruppe', 'araber', 'jerusalem', 'hebräisch', 'jude', 'tel', 'aviv', 'palästina', 'ort', 'arabisch', 'land', 'geschichte', 'armee', 'haifa', 'militär', 'lager', 'bewegung', 'spät', 'befinden', 'zeit', 'schiff', 'verlassen', 'engländer', 'schauen', 'lernen', 'einwanderung', 'englisch', 'niederlande', 'staat', 'zypern', 'schicken', 'erinnern', 'organisieren', 'problem', 'tunesien', 'holocaust', 'treffen', 'kfar', 'grenze', 'kerngruppe', 'eretz', 'nennen', 'ägypten', 'harold', 'marokko', 'jüdisch', 'beit', 'krieg', 'gehören', 'soldat', 'verschieden', 'jugend', 'ordnung', 'kennen', 'israeli', 'familie', 'schoah', 'erklären', 'israelisch', 'libyen', 'bereit', 'hatzair', 'gründen', 'organisation', 'kibbuzim', 'britisch', 'eingewandern', 'wussen', 'art', 'religiös', 'wohnen', 'gusch', 'helfen', 'tunis', 'süden', 'beschließen', 'illegal', 'aufnehmen', 'freund', 'zionistisch', 'einwanderer', 'zurückkommen', 'beschäftigen', 'shalom', 'brigade', 'menge', 'haschomer', 'dienen', 'überlebend', 'tag', 'bitten', 'europa', 'polizei', 'italien', 'vorbereitung', 'mädchen', 'mitglied', 'atlit']

73 ['jude', 'krieg', 'jüdisch', 'mensch', 'wussen', 'familie', 'wussten', 'deutsch', 'erinnern', 'passieren', 'gehören', 'tag', 'freund', 'deutschland', 'deutsche', 'erfahren', 'hitler', 'hören', 'umbringen', 'weiss', 'überleben', 'zeit', 'geschehen', 'stadt', 'kind', 'spät', 'polen', 'land', 'auschwitz', 'nazi', 'jüdin', 'kz', 'kennen', 'konzentrationslager', 'retten', 'schrecklich', 'volk', 'geschichte', 'israel', 'ermorden', 'amerika', 'geschäft', 'abholen', 'reden', 'verlieren', 'zeitung', 'helfen', 'umkommen', 'treffen', 'stern', 'antisemitismus', 'lager', 'schicken', 'getto', 'kristallnacht', 'behandeln', 'holocaust', 'versuchen', 'eltern', 'straße', 'grund', 'wahr', 'sterben', 'welt', 'radio', 'generation', 'töten', 'menge', 'zeigen', 'mhmh', 'fühlen', 'synagoge', 'bedeuten', 'reich', 'gemeinde', 'hassen', 'hoffen', 'ahnung', 'arm', 'kzs', 'wusste', 'glück', 'vernichten', 'million', '38', 'arzt', 'gesetz', 'verbieten', 'berlin', 'kommunist', 'verstecken', 'judenstern', 'vergessen', 'normal', 'weltkrieg', 'deportieren', 'schuld', 'verfolgen', 'spüren', 'letzter']

74 ['frage', 'richtig', 'gehören', 'versuchen', 'hören', 'reden', 'kennen', 'wussen', 'geschichte', 'mensch', 'zeit', 'spät', 'erleben', 'passieren', 'stimmen', 'meinung', 'gespräch', 'gewiß', 'merken', 'falsch', 'art', 'erfahren', 'grund', 'situation', 'gefühl', 'weise', 'erklären', 'erinnern', 'verhältnis', 'sinn', 'ehrlich', 'normal', 'fallen', 'empfinden', 'nennen', 'grunde', 'erfahrung', 'problem', 'politisch', 'offen', 'verhalten', 'schlecht', 'bewusst', 'wussten', 'ändern', 'überlegen', 'vermuten', 'letzter', 'fühlen', 'rolle', 'führen', 'unterhalten', 'absolut', 'schlimm', 'interessant', 'feststellen', 'wahr', 'schwer', 'eindruck', 'selbstverständlich', 'behaupten', 'behandeln', 'schwierigkeit', 'anfang', 'interessiert', 'gott', 'gedanke', 'ansprechen', 'einstellung', 'deutlich', 'besonderer', 'auge', 'kopf', 'erwähnen', 'zeigen', 'vorsichtig', 'zusammenhang', 'gerne', 'mitkriegen', 'moment', 'unterschied', 'überzeugen', 'mitbekommen', 'satz', 'ruhig', 'schluss', 'negativ', 'verschieden', 'bericht', 'form', 'bedeuten', 'nachdenken', 'komisch', 'bestimmen', 'erkennen', 'kontakt', 'erwarten', 'äußern', 'tatsache', 'betreffen']

75 ['zeit', 'mensch', 'arbeit', 'gerne', 'schwer', 'schlecht', 'schön', 'versuchen', 'problem', 'schaffen', 'möglichkeit', 'richtig', 'helfen', 'beruf', 'familie', 'frage', 'merken', 'fallen', 'letzter', 'gefühl', 'gewiß', 'lernen', 'grund', 'fühlen', 'überlegen', 'zufrieden', 'erleben', 'erfahrung', 'froh', 'entscheiden', 'anfang', 'schwierigkeit', 'ändern', 'sinn', 'gedanke', 'leisten', 'verlieren', 'empfinden', 'grunde', 'beziehung', 'hart', 'situation', 'verändern', 'führen', 'glücklich', 'geld', 'positiv', 'moment', 'aufbauen', 'verhältnis', 'hilfe', 'finanziell', 'kennen', 'alter', 'stimmen', 'hören', 'ordnung', 'relativ', 'kümmern', 'tag', 'glück', 'ehrlich', 'art', 'freude', 'hoffen', 'spät', 'kraft', 'erreichen', 'freiheit', 'entscheidung', 'klappen', 'menge', 'fest', 'wünschen', 'lieber', 'spaß', 'idee', 'schluss', 'beruflich', 'entwickeln', 'stelle', 'unterstützen', 'land', 'freuen', 'aufgeben', 'schlimm', 'dauern', 'wunsch', 'ergeben', 'rolle', 'druck', 'gewöhnen', 'chance', 'gott', 'annehmen', 'reichen', 'kontakt', 'dankbar', 'bestimmen', 'unterschied']

76 ['bauer', 'pferd', 'kühe', 'schwein', 'hof', 'feld', 'kartoffel', 'dorf', 'kuh', 'land', 'milch', 'landwirtschaft', 'schlachten', 'hühner', 'vieh', 'stall', 'pferde', 'arbeit', 'heu', 'getreide', 'melken', 'helfen', 'scheune', 'füttern', 'tier', 'bauern', 'stroh', 'bauernhof', 'wagen', 'ernte', 'abgeben', 'eier', 'bäuerin', 'ernten', 'schwer', 'mähen', 'futter', 'rüben', 'weizen', 'herbst', 'haus', 'schaf', 'wirtschaft', 'maschine', 'sommer', 'winter', 'mussen', 'zeit', 'hektar', 'anbauen', 'felder', 'verkaufen', 'krieg', 'landwirtschaftlich', 'kind', 'boden', 'hand', 'traktor', 'gemolken', 'garten', 'liefern', 'hüten', 'gänse', 'bauen', 'ferkel', 'mist', 'schweine', 'fleisch', 'pflügen', 'binden', 'kuhstall', 'landwirt', 'korn', 'acker', 'nachbar', 'ziege', 'weiden', 'gras', 'mühle', 'weide', 'bestellen', 'säck', 'abliefern', 'dreschmaschine', 'morgens', 'herrin', 'holz', 'frühjahr', 'wiese', 'schaffen', 'kaninchen', 'wachsen', 'essen', 'rogg', 'säen', 'gedroschen', 'küh', 'ziegen', 'vater', 'abends']

