0 ['kirche', 'katholisch', 'evangelisch', 'pfarrer', 'kirchlich', 'christlich', 'pastor', 'religiös', 'gott', 'taufen', 'beten', 'religion', 'gemeinde', 'christ', 'gläubig', 'kind', 'mensch', 'katholik', 'jugendweihe', 'austreten', 'konfirmieren', 'zeit', 'konfirmation', 'gottesdienst', 'erziehen', 'religionsunterricht', 'bibel', 'eltern', 'rolle', 'gehören', 'priester', 'nennen', 'schule', 'predigen', 'bischof', 'streng', 'sonntags', 'fromm', 'jugend', 'gebet', 'heilig', 'geistlich', 'messe', 'kommunion', 'trauen', 'verbieten', 'besuchen', 'kaplan', 'glocke', 'papst', 'jesus', 'konfirmandenunterricht', 'taufe', 'gemeinschaft', 'mitglied', 'christus', 'schließen', 'kreuz', 'welt', 'hingehen', 'kloster', 'letzter', 'christentum', 'elternhaus', 'einstellung', 'gemeinsam', 'reich', 'kirchensteuer', 'konfessionell', 'protestantisch', 'fest', 'protestant', 'schön', 'erzogen', 'nonne', 'kindergottesdienst', 'ikonen', 'konfession', 'bindung', 'interessant', 'entscheiden', 'rom', 'andacht', 'läuten', 'bekennend', 'tisch', 'pater', 'theologie', 'verschieden', 'katholiken', 'versammlung', 'studieren', 'sekt', 'wert', 'erklären', 'ort', 'sünde', 'lernen', 'lehre', 'zwingen']
57 ['schwester', 'bruder', 'sterben', 'mutter', 'vater', 'familie', 'eltern', 'wohnen', 'kind', 'tot', 'schwager', 'krieg', 'geschwister', 'haus', 'brüder', 'friedhof', 'spät', 'zeit', 'heiraten', 'sohn', 'schwägerin', 'besuchen', 'krank', 'tochter', 'beerdigung', 'beerdigen', 'grab', 'zweiter', 'wussen', 'fallen', 'verheiraten', 'krankenhaus', 'verstorben', 'besuch', 'schicken', 'tag', 'kontakt', 'gehören', 'tod', 'begraben', 'zurückgekommen', 'treffen', 'helfen', 'richtig', 'gewohnen', 'letzter', 'woche', 'tante', 'wohnung', 'mutti', 'verwandter', 'ält', 'onkel', 'überleben', 'gebären', 'kümmern', 'drüben', 'zurückkommen', 'brüdern', 'schwer', 'neffe', 'gräber', 'verwandte', 'cousine', 'nachricht', 'umkommen', 'schlecht', 'söhne', 'verlieren', 'melden', 'erfahren', 'geburtstag', 'sarg', 'papa', 'versterben', 'dritter', 'älte', 'bauen', 'dorf', 'russland', 'zuhause', 'hingefahren', 'verwandt', 'essen', 'adresse', 'heim', 'tant', 'post', 'gefangenschaft', 'bild', 'krebs', 'cousin', 'jüng', 'hinfahren', 'pflegen', 'erkennen', 'weinen', 'telegramm', 'geschickt', '41']

58 ['lachen', 'leise', 'schön', 'zeit', 'richtig', 'gott', 'räusperen', 'hintergrund', 'gerne', 'husten', 'reden', 'stimmen', 'schwer', 'überlegen', 'geräusch', 'frage', 'kennen', 'schlecht', 'kenn', 'betonen', 'schlimm', 'lachend', 'nett', 'fallen', 'hören', 'find', 'klappern', 'mensch', 'durcheinander', 'komisch', 'moment', 'undeutlich', 'furchtbar', 'krieg', 'bestimmen', 'grunde', 'sögen', 'lieb', 'tag', 'hättn', 'schwierigkeit', 'vergessen', 'spaß', 'brechen', 'stimme', 'geschirr', 'lernen', 'letzter', 'atmen', 'wenns', 'merken', 'murmeln', 'unheimlich', 'echt', 'seh', 'klatschen', 'wahnsinnig', 'ehrlich', 'froh', 'warten', 'schluss', 'geschichte', 'erleben', 'interessant', 'ruhig', 'wussen', 'flüstern', 'menge', 'unterhalten', 'zuhause', 'doll', 'mitkriegen', 'jaa', 'denkn', 'geh', 'empfinden', 'mädchen', 'amüsieren', 'hand', 'brauch', 'wunderbar', 'drüben', 'nennen', 'begriff', 'herrlich', 'fahrn', 'wahr', 'anfang', 'wussten', 'tür', 'kennn', 'klopfen', 'privat', 'hör', 'guck', 'äußerung', 'kollege', 'kaputt', 'klingen', 'ändern']

59 ['gericht', 'prozess', 'richter', 'urteil', 'akte', 'verfahren', 'herr', 'anwalt', 'rechtsanwalt', 'verurteilen', 'staatsanwalt', 'gesetz', 'deutsch', 'politisch', 'zeuge', 'justiz', 'aussage', 'antrag', 'verhandlung', 'beantragen', 'aussagen', 'stasi', 'staatsanwaltschaft', 'berlin', 'landgericht', 'ehemalig', 'grund', 'vertreten', 'zeugen', 'ministerium', 'paragraph', 'spät', 'juristisch', 'gefängnis', 'verbrechen', 'prozesse', 'zweiter', 'strafe', 'entschädigung', 'jurist', 'ablehnen', 'behörde', 'staat', 'rehabilitierung', 'bonn', 'angeklagter', 'schuldig', 'staatssicherheit', 'gauck', 'begründung', 'gerichtsverhandlung', 'amtsgericht', 'führen', 'geschichte', 'herrn', 'artikel', 'haft', 'anerkennen', 'nürnberger', 'unterlage', 'absatz', 'zuständig', 'republik', 'praxis', 'rechtlich', 'vernehmen', 'erfolgen', 'einreichen', 'termin', 'schuld', 'klage', 'verklagen', 'bundesrepublik', 'anklagen', 'helmut', 'vermuten', 'ermitteln', 'ddr', 'erwähnen', 'aufheben', 'verurteilung', 'erklären', 'bericht', 'frankfurt', 'versuchen', 'häftlingshilfegesetz', 'häftling', 'schriftlich', 'belegen', 'verteidigen', 'unrecht', 'anzeige', 'richterin', 'ausschließen', 'leipzig', 'bestrafen', 'betreffen', 'bestätigen', 'beweis', 'dauern']

60 ['wald', 'baum', 'förster', 'fläche', 'pflanze', 'natur', 'pflanzen', 'jagd', 'jäger', 'bauer', 'bäume', 'wachsen', 'schön', 'meter', 'tier', 'gebiet', 'hektar', 'grün', 'landschaft', 'wälder', 'wasser', 'wild', 'holz', 'fällen', 'hase', 'wiese', 'moor', 'schießen', 'tal', 'jagen', 'fünfzig', 'hecke', 'mensch', 'gehören', 'garten', 'entstehen', 'vögel', 'pflegen', 'schützen', 'zeigen', 'forstamt', 'solingen', 'naturschutz', 'boden', 'kiefer', 'wunderschön', 'brechen', 'bauen', 'landwirte', 'eiche', 'sammeln', 'anlegen', 'landwirtschaft', 'dicht', 'schmetterling', 'forstwirtschaft', 'gegend', 'kreis', 'stelle', 'birke', 'revier', 'bien', 'bäum', 'erkennen', 'standort', 'gelände', 'fichte', 'fünfzehn', 'waldgebiet', 'lebensraum', 'prozent', 'linde', 'sommer', 'pappel', 'teich', 'ficht', 'wurzel', 'landwirtschaftlich', 'bepflanzen', 'berg', 'ast', 'kilometer', 'bach', 'stocken', 'fallen', 'heide', 'höhe', 'begriff', 'brüten', 'försterei', 'eigentümer', 'vogel', 'naturschutzgebiet', 'eichen', 'hängen', 'schlagen', 'buchen', 'bielefeld', 'hügel', 'jahrhundert']

61 ['frauenstraße', 'zeitung', 'münster', 'haus', 'politisch', 'herr', '24', 'westfalenpost', 'kneipe', 'sträter', 'redaktion', 'aktion', 'auseinandersetzung', 'verlag', 'erinnern', 'lizenz', 'student', 'asta', 'besetzung', 'butz', 'soest', 'westfälisch', 'hanke', 'lensing', 'spät', 'wohnen', 'druckerei', 'hagen', 'westdruck', 'redakteur', 'etage', 'gerd', 'druck', 'makler', 'drucken', 'ausgabe', 'frauenstr', 'schmelzer', 'anfang', 'kontakt', 'besetzen', 'rundschau', 'flugblätter', 'handelsblatt', 'altverleger', 'hans', 'kurier', 'leg', 'stürmer', 'dr', 'verleger', 'pesch', 'iphs', 'plakat', 'mitbekommen', 'chefredakteur', 'linker', 'redakteure', 'unterstützen', 'peukert', 'siegen', 'dkp', 'uni', 'ruhrnachricht', 'lachend', 'münsteraner', 'wg', 'wohngemeinschaft', 'richtig', 'stadt', 'lippstadt', 'technik', 'politik', 'wohnungsnot', 'herrn', 'kulturell', 'verteilen', 'veranstaltung', 'gründen', 'hausbesetzung', 'vertrag', 'geschichte', 'führen', 'gebiet', 'organisieren', 'solidarität', 'bernd', 'weiss', '1975', 'treffen', '1980', 'rolle', 'wohnraum', 'kölnisch', 'kruse', 'besetzt', 'gemeinsam', 'einziehen', 'bathey', 'auflage']

62 ['partei', 'politisch', 'mitglied', 'ddr', 'sed', 'genosse', 'fdj', 'mensch', 'kommunist', 'arbeit', 'sozialistisch', 'kommunistisch', 'funktion', 'frage', 'jugend', 'sowjetunion', 'pionier', 'kollektiv', 'arbeiter', 'parteisekretär', 'spät', 'versammlung', 'sozialismus', 'stalin', 'staat', 'lachen', 'betrieb', 'kpd', 'kennen', 'organisieren', 'organisation', 'sowjetisch', 'kreisleitung', 'drüben', 'auszeichnung', 'genießen', 'ulbricht', 'veranstaltung', 'direktor', 'gesellschaftlich', 'treten', 'freundschaft', 'kreis', 'aktivist', 'berlin', 'zeit', 'kollege', 'vorsitzend', 'mitmachen', 'deutsch', 'demokratisch', 'deutschland', 'zeitung', 'leiter', 'lenin', 'republik', 'lehrer', 'gespräch', 'national', 'gehören', 'funktionär', 'erklären', 'problem', 'diskutieren', 'westen', 'überzeugen', 'honecker', 'meinung', 'parteischule', 'politik', 'diskussion', 'parteimitglied', 'dsf', 'auszeichnen', 'sekretär', 'fdgb', 'tätigkeit', 'deutschsowjetisch', 'gründen', 'dfd', 'rolle', 'reden', 'ehrlich', 'genossin', 'arbeiterklasse', 'gewerkschaft', 'einheitspartei', 'moskau', 'werben', 'nennen', 'leistung', 'parteileitung', 'rede', 'führen', 'fahne', 'parteilos', 'meister', 'fallen', 'thälmann', 'stellvertretend']

63 ['bürgermeister', 'lpg', 'dorf', 'ort', 'landwirtschaft', 'kreis', 'gaststätte', 'zwingen', 'gemeinde', 'lachen', 'bauer', 'land', 'hektar', 'betrieb', 'versammlung', 'hof', 'worbis', 'enteignen', 'ebent', 'aussiedeln', 'typ', 'soundso', '61', 'bleicherode', 'genossenschaft', 'herr', '52', 'nischen', 'vierzehn', 'einsetzen', 'erfurt', 'magdeburg', 'landwirtschaftlich', 'rat', 'kreise', 'dörfer', 'laufwerk', 'bezirk', 'bodenreform', 'nordhausen', 'bockelnhag', 'eigentum', 'salzwedel', 'grundstück', 'haus', 'sperrgebiet', 'gekriegen', 'aussiedlung', 'erfüllen', 'übernehmen', 'nachbarort', 'stasi', 'husten', 'spät', 'gehören', 'zwangsaussiedlung', 'bewirtschaften', 'stöckey', 'gastwirtschaft', 'staat', 'altmark', 'aktion', 'mitmachen', 'gastwirt', 'partei', 'brandenburg', 'jar', 'plan', 'geräusch', 'nachbardorf', 'geschichte', 'weisen', 'leise', 'einsperren', 'grenze', 'wenns', 'schein', 'pacht', 'fünfzig', 'fahrzeug', 'staatlich', 'delitzsch', 'wussen', 'müller', 'vorsitzend', 'parteisekretär', 'gründen', 'papierraschel', 'wende', 'sed', 'teils', 'enteignung', 'abhauen', 'schwiegervater', 'nebenbei', 'nochn', 'privat', 'ecklingerode', 'betreiben', 'einheit']

64 ['deutsch', 'deutschland', 'englisch', 'amerika', 'lernen', 'land', 'sprache', 'england', 'kanada', 'freund', 'kennen', 'friedland', 'york', 'usa', 'amerikanisch', 'auswandern', 'welt', 'spanien', 'europa', 'besuchen', 'ausland', 'woche', 'familie', 'spanisch', 'reise', 'australien', 'london', 'reisen', 'übersetzen', 'deutsche', 'russisch', 'schweden', 'studieren', 'staat', 'hamburg', 'amerikaner', 'tag', 'hotel', 'schicken', 'anfang', 'interessant', 'portugal', 'helfen', 'fliegen', 'ausländer', 'stadt', 'problem', 'rüber', 'münchen', 'französisch', 'einladen', 'international', 'zeit', 'kultur', 'afrika', 'südafrika', 'ankommen', 'fühlen', 'brasilien', 'spät', 'college', 'russland', 'treffen', 'schiff', 'frankfurt', 'kanadisch', 'frankreich', 'sohn', 'entscheiden', 'südamerika', 'dollar', 'botschaft', 'vancouver', 'schule', 'frage', 'indien', 'kontakt', 'flugzeug', 'nett', 'kasachstan', 'verschieden', 'schweiz', 'schwer', 'libyen', 'geschichte', 'bedeuten', 'zurückgehen', 'wohnen', 'warten', 'verlieren', 'perfekt', 'verlassen', 'flughafen', 'schwarz', 'europäisch', 'paris', 'moskau', 'heimat', 'wunderbar', 'besuch']

65 ['grenze', 'drüben', 'rüber', 'westen', 'leipzig', 'zeit', 'ddr', 'wohnen', 'erfurt', 'weimar', 'thüringen', 'tag', 'lachen', 'abhauen', 'dorf', 'ort', 'polizei', 'magdeburg', 'kennen', 'wussten', 'berlin', 'halle', '52', 'bad', 'duderstadt', 'kontrollieren', 'kilometer', 'gotha', 'westdeutschland', 'mussen', 'schlimm', 'wussen', 'erinnern', 'schaffen', 'heiligenstadt', 'schwarz', 'flüstern', 'jena', 'richtig', 'bruder', 'anfang', '61', 'dicht', 'woche', 'fahrrad', 'polizist', 'angst', 'ausweis', 'hannover', 'schlecht', 'fünfzehn', 'sperrgebiet', '45', 'offen', 'saalfeld', 'heim', 'gehören', 'stockend', 'auto', 'braunschweig', 'oebisfelde', 'bus', 'treffen', 'schlagbaum', 'bundesrepublik', 'rübergegang', 'thüringer', 'fünfzig', 'bahn', 'weisen', 'eisenach', 'weggehen', 'westberlin', 'melden', 'betrieb', 'einsperren', 'schluss', 'sachsen', 'moment', 'altenburg', 'zaun', 'eichsfeld', 'leise', 'genehmigung', 'tanz', 'besuchen', 'abends', 'drübe', 'richtung', 'bauer', 'sonnenstein', 'packen', 'fremd', 'vierzehn', 'worbis', 'achtundvierzig', 'russe', 'illegal', 'sohn', 'kontakt']

66 ['lager', 'baracke', 'barack', 'nummer', 'tor', 'bett', 'block', 'schlafen', 'zaun', 'reihe', 'pritsch', 'zählen', 'platz', 'tag', 'unterbringen', 'stacheldraht', 'führen', 'erinnern', 'mitte', 'raum', 'zelt', 'holz', 'appell', 'meter', 'aufstellen', 'mensch', 'antreten', 'gebäude', 'toilette', 'fenster', 'zweiter', 'essen', 'mussen', 'zimmer', 'matratze', 'nachts', 'art', 'stroh', 'einzeln', 'küche', 'nennen', 'brot', 'morgens', 'beschreiben', 'extra', 'draht', 'riesig', 'boden', 'schüssel', 'posten', 'gelände', 'trennen', 'pritsche', 'bewachen', 'decken', 'befinden', 'arbeit', 'waschen', 'eingang', 'gang', 'treten', 'dritter', 'kolonne', 'zimmermann', 'kleidung', 'aufteilen', 'dreieck', 'kaserne', 'bauen', 'dreistöckig', 'aufrufen', 'stein', 'dünn', 'hof', 'gefangener', 'zweistöckig', 'mauer', 'erde', 'wald', 'etag', 'marschieren', 'zählappell', 'nummern', 'nah', 'decke', 'blöcke', 'öffnen', 'verteilen', 'ecke', 'schlief', 'stube', 'tür', 'ehemalig', 'tisch', 'dunkel', 'aufstehen', 'bewegen', 'strohsäcke', 'bedeuten', 'abend']

67 ['wohnung', 'zimmer', 'haus', 'wohnen', 'küche', 'gewohnen', 'bett', 'schlafzimmer', 'schlafen', 'wohnzimmer', 'eltern', 'familie', 'schön', 'möbel', 'kind', 'raum', 'bauen', 'einziehen', 'etage', 'kaufen', 'keller', 'tür', 'einrichten', 'tisch', 'bad', 'gehören', 'räume', 'treppe', 'fenster', 'mutter', 'umziehen', 'straße', 'schrank', 'platz', 'flur', 'spät', 'toilette', 'schwester', 'zeit', 'wand', 'gewohnt', 'dach', 'kinderzimmer', 'miete', 'ausziehen', 'anfang', 'quadratmeter', 'hof', 'mieten', 'kochen', 'ecke', 'beschreiben', 'vermieten', 'zweiter', 'stock', 'mussen', 'zimmern', 'schlief', 'balkon', 'nachbar', 'tochter', 'boden', 'badezimmer', 'heiraten', 'richtig', 'garten', 'gemeinsam', 'räumen', 'wohnraum', 'unterbringen', 'ausgezogen', 'stühl', 'ausgebombt', 'couch', 'woche', 'herd', 'dritter', 'eng', 'matratze', 'froh', 'sofa', 'ofen', 'ausbauen', 'stube', 'heizung', 'sohn', 'renovieren', 'passen', 'arbeit', 'nähe', 'mieter', 'zweieinhalb', 'glück', 'wohnungsamt', 'nett', 'wohnn', 'bewohnen', 'benutzen', 'geschlafen', 'tapezieren']

68 ['gefängnis', 'zelle', 'verhaften', 'tag', 'verurteilen', 'bautzen', 'entlassen', 'russe', 'spät', 'russisch', 'einsperren', 'verhören', 'cottbus', 'stasi', 'gefangener', 'waldheim', 'wussen', 'offizier', 'ddr', 'verhaftung', 'deutsch', 'haft', 'unterschreiben', 'politisch', 'werwolf', 'erfahren', 'sowjetisch', 'westen', 'keller', 'entlassung', 'vernehmung', 'woche', 'zuchthaus', 'wussten', 'polizei', 'zeit', 'verhör', 'strafe', 'berlin', 'dresden', 'sogenannter', 'halle', 'ehemalig', 'knast', '25', 'zellen', 'kennen', 'protokoll', 'dolmetscherin', 'grund', 'abholen', 'melden', 'gruppe', 'volkspolizei', 'nennen', 'vernehmen', 'spion', 'rot', 'saal', 'gestapo', 'daraufhin', 'nkwd', 'kontakt', 'polizist', 'westberlin', 'gehören', 'nattke', 'spitzel', 'lager', 'brandenburg', 'einzelhaft', 'inhaftieren', 'spremberg', 'häftling', 'erschießen', 'bautze', 'transport', 'verhöre', 'drüben', 'denunzieren', 'schlimm', 'buch', 'angeblich', 'unterhalten', 'arrest', 'spionage', 'urteil', 'kriminell', 'schildern', 'kommunist', 'bericht', 'zeitung', 'gewiß', 'stimmen', '1950', 'verurteilung', 'internieren', 'hoheneck', 'russland', 'rauskommen']

69 ['düsseldorf', 'köln', 'hannover', 'bonn', 'münchen', 'aachen', 'wuppertal', 'westfalen', 'bayern', 'duisburg', 'rheinland', 'rhein', 'kölner', 'schön', 'bad', 'münster', 'kennen', 'frankfurt', 'eifel', 'niederrhein', 'berlin', 'ruhrgebiet', 'stadt', 'bielefeld', 'husten', 'wesel', 'krefeld', 'land', 'beamter', 'stelle', 'koblenz', 'bezirk', 'godesberg', 'holland', 'stuttgart', 'nordrhein', 'oberhausen', 'nürnberg', 'schwer', 'arnsberg', 'kreis', 'verbindung', 'preußisch', 'rheinisch', 'hessen', 'bergisch', 'braunschweig', 'würzburg', 'übernehmen', 'vater', 'hagen', 'nordrheinwestfalen', 'westfale', 'gegend', 'aachener', 'xanten', 'abitur', 'grenze', 'neuss', 'gott', 'düsseldorfer', 'rheinländer', 'düren', 'zweiter', 'mainz', 'ländlich', 'coburg', 'mülheim', 'rüber', 'göttingen', 'siegerland', 'bonner', 'wesentlich', 'kleve', 'holländisch', 'preuß', 'vergessen', 'bayrisch', 'sogenannter', 'pensionieren', 'melden', 'westerwald', 'hunsrück', 'betreuen', 'mittlerweile', 'kassel', 'fulda', 'ochtrup', 'darmstadt', 'ecke', 'pension', 'wunderbar', 'unwahrscheinlich', 'elberfeld', 'geldern', 'hinkommen', 'verfügung', 'graf', 'hehen', 'weser']

70 ['mensch', 'staat', 'land', 'deutschland', 'ddr', 'politik', 'welt', 'politisch', 'meinung', 'krise', 'system', 'gesellschaft', 'frage', 'bundesrepublik', 'europa', 'wiedervereinigung', 'sozialismus', 'frieden', 'regierung', 'freiheit', 'reden', 'letzter', 'erleben', 'demokratie', 'diskutieren', 'diskussion', 'sozialistisch', 'sowjetunion', 'entwicklung', 'krieg', 'kommunismus', 'brd', 'fortschritt', 'sozial', 'kapitalismus', 'passieren', 'wirtschaftlich', 'politiker', 'million', 'russland', 'demonstration', 'volk', 'amerika', 'deutsch', 'drüben', 'problem', 'wirtschaft', 'osten', 'westen', 'richtig', 'funktionieren', 'weltkrieg', 'demonstrieren', 'fernsehen', 'bundeswehr', 'partei', 'bedrohung', 'umweltschutz', 'hören', 'gefällen', 'umwelt', 'zukunft', 'schaffen', 'heutig', 'lösung', 'gewalt', 'china', 'gorbatschow', 'revolution', 'grenze', 'generation', 'schlecht', 'ansicht', 'diktatur', 'beschäftigen', 'gedanke', 'west', 'führen', 'verändern', 'falsch', 'zweiter', 'extrem', 'masse', 'möglichkeit', 'demokratisch', 'westlich', 'usa', 'geschichte', 'kapitalistisch', 'kämpfen', 'afd', 'friedlich', 'hoffnung', 'zeigen', 'alternative', 'polen', 'schützen', 'afghanistan', 'stalin', 'zeitung']

71 ['sport', 'jugend', 'fußball', 'bdm', 'gruppe', 'schule', 'mädchen', 'jungvolk', 'verein', 'hitlerjugend', 'erinnern', 'schön', 'zeit', 'eltern', 'deutsch', 'sportlich', 'mitmachen', 'spät', 'nennen', 'gerne', 'uniform', 'jugendlich', 'spiel', 'jugendgruppe', 'sportverein', 'schwimmen', 'hj', 'wandern', 'lieder', 'politisch', 'antreten', 'lachen', 'organisieren', 'freizeit', 'jungs', 'turnen', 'marschieren', 'vereine', 'handball', 'jugendliche', 'sportler', 'kind', 'mannschaft', 'üblich', 'richtig', 'spaß', 'fallen', 'turnverein', 'führerin', 'sportplatz', 'gewinnen', 'ball', 'treiben', 'bund', 'alter', 'trainieren', 'fahrt', 'führer', 'mussen', 'mädel', 'jugendbewegung', 'wanderung', 'mitglied', 'organisation', 'kennen', 'fähnleinführer', 'jungens', 'dienst', 'hingehen', 'veranstaltung', 'entsinnen', '36', 'begeistert', 'pimpfe', 'freund', 'katholisch', 'training', 'klasse', 'erinnerung', 'pimpf', 'fahrrad', 'samstags', 'vierzehn', 'teilnehmen', 'jungmädel', 'fünfzehn', 'leichtathletik', 'olympiade', 'vereinen', 'treffen', 'heimabende', 'führerinn', 'zeltlag', 'tennis', 'gemeinschaft', 'automatisch', 'interessiert', 'bruder', 'mädels', 'unterschied']

72 ['stimme', 'heben', 'hauchen', 'lachen', 'stöhnen', 'betonen', 'lübben', 'verhalten', 'räusperen', 'murmeln', 'nuschelen', 'stocken', 'wahr', 'schleppend', 'geräusch', 'stockend', 'luft', 'jamlitz', 'husten', 'klopfen', 'aufgeregt', 'dehnen', 'schreien', 'flüstern', 'klatschen', 'russe', 'jemacht', 'nuschelt', 'jaipks', 'cottbus', 'blättern', 'autogeräusch', 'richtig', 'papierraschel', 'ipehefrau', 'jawoll', 'klacken', 'günter', 'jekriegt', 'lager', 'abgehacken', 'erstaunt', 'uff', 'poltern', 'ahaipks', 'frage', 'tot', 'hase', 'geschirrklapper', 'jekommen', 'keutel', 'berlin', 'zitieren', 'ernst', 'nischen', 'lieberose', 'lübbener', 'gesehn', 'vierzehn', 'stottern', 'schildern', 'wende', 'papierrascheln', 'waipehefrau', 'hüttenhain', 'weisen', 'polizei', 'lieberos', 'schreit', 'sies', 'antifajugend', 'keene', 'abgehackt', 'antworten', 'keller', 'stephan', 'sechzig', 'jegange', 'hättn', 'torgau', 'prenzlau', 'schluß', 'abwehrend', 'fünfundzwanzig', 'kindergeschrei', 'entlassung', 'nuscheln', 'jaipehefrau', 'jegeben', 'jehört', 'miksdorf', 'gero', 'unbeirrt', 'lagerzeit', 'einjesperrt', 'wenijer', 'buch', 'vierhundert', 'au', 'hmipks']

73 ['malen', 'zeichnen', 'bild', 'kunst', 'künstler', 'ausstellung', 'maler', 'farbe', 'zeichnung', 'künstlerisch', 'interessant', 'rot', 'zeigen', 'plakat', 'wand', 'kreativ', 'modell', 'malerei', 'hängen', 'museum', 'galerie', 'ausstellen', 'talent', 'gestalten', 'atelier', 'wunderbar', 'schrift', 'wettbewerb', 'pinsel', 'anfertigen', 'akademie', 'kunstakademie', 'nennen', 'rahmen', 'kunstmaler', 'grafik', 'begabt', 'beschäftigen', 'wunderschön', 'gemälde', 'hand', 'werk', 'ergeben', 'mode', 'raum', 'künstlerin', 'folie', 'modern', 'schüler', 'schwan', 'buch', 'begeistern', 'fertigen', 'farbig', 'verkaufen', 'interessiert', 'bunt', 'angucken', 'auftrag', 'van', 'bildend', 'dritter', 'portrait', 'künstlern', 'professor', 'werbung', 'sammeln', 'club', 'ausdruck', 'vermitteln', 'existieren', 'preis', 'skulptur', 'stern', 'zirkel', 'kultur', 'vorstellung', 'zeichner', 'kunsthochschule', 'künste', 'hochschule', 'blume', 'ausstellungen', 'papier', 'hehen', 'großartig', 'fein', 'maja', 'seh', 'henkel', 'gedicht', 'kleben', 'heft', 'meisterschüler', 'ausmalen', 'labinsky', 'kunstgeschichte', 'achenbach', 'freizeit', 'blau']

74 ['arbeitsdienst', 'mädchen', 'lachen', 'schön', 'transkript', 'führerin', 'stellung', 'einsatz', 'gießen', 'sachten', 'lager', 'soldat', 'dienst', 'freiwillig', 'kriegshilfsdienst', 'scheinwerfer', 'melden', 'sin', 'uniform', 'rot', 'einziehen', 'kameradschaft', 'batterie', 'prag', 'ausbilden', 'kreuz', 'bauer', 'mussen', 'flak', 'führerinn', 'fräulein', 'pflichtjahr', 'stelle', 'gehören', 'reichsarbeitsdienst', 'ausbildung', 'hättn', 'wehrmacht', 'dorf', 'esk', 'einsetzen', 'kameradin', 'dienststelle', 'automatisch', 'nett', 'verbinden', 'bild', 'gell', 'sekunde', 'käte', 'vorlesend', 'budjovice', 'springen', 'unterkunft', 'fahne', 'wien', 'empfehlen', 'margret', 'außendienst', 'kaserne', 'kochen', 'bdm', 'unterbringen', 'nachrichtenhelferinn', 'wörtlich', 'rad', 'urlaub', 'zusammenfassend', 'lotte', 'interview', 'auszüge', 'froh', 'manuell', 'stab', 'hinweis', 'spaß', 'post', 'navigieren', 'audioaufzeichnung', 'heimweh', 'maid', 'wussen', 'wermelskirchen', 'nachrichtenhelferin', 'deaktivieren', 'schmunzeln', 'elle', 'mitlauf', 'transkripts', 'arbeitsmaid', 'lehrgang', 'angriff', 'leipzig', 'hotel', 'vermittlung', 'schulung', 'dresden', 'bergisch', 'miroov', 'krumlov']

75 ['abteilung', 'arbeit', 'chef', 'büro', 'stelle', 'zeit', 'kollege', 'firma', 'übernehmen', 'verwaltung', 'leiter', 'mitarbeiter', 'tätigkeit', 'aufgabe', 'direktor', 'betrieb', 'dienst', 'einstellen', 'bereich', 'spät', 'sekretärin', 'abteilungsleiter', 'beschäftigen', 'kündigen', 'angestellter', 'einsetzen', 'herr', 'zuständig', 'entlassen', 'verschieden', 'funktion', 'nennen', 'beamter', 'gehören', 'technisch', 'ministerium', 'gehalt', 'leiten', 'wechseln', 'damalig', 'beworben', 'position', 'personal', 'arbeitsplatz', 'personalabteilung', 'vorgesetzter', 'aufbauen', 'anstellen', 'leitung', 'behörde', 'leitend', 'führen', 'auflösen', 'vorstand', 'arbeitsamt', 'kollegin', 'beruflich', 'organisieren', 'thyssen', 'gesamt', 'amt', 'posten', 'auftrag', 'selbständig', 'interessant', 'betreuen', 'grund', 'geld', 'versetzen', 'stellung', 'beruf', 'kontakt', 'öffentlich', 'buchhaltung', 'besetzen', 'gebiet', 'verantwortlich', 'verhältnis', 'kennen', 'angestellt', 'art', 'anfang', 'kaufmännisch', 'damen', 'antrag', 'urlaub', 'leiterin', 'hälfte', 'stellvertretend', 'anbieten', 'unternehmen', 'ausscheiden', 'akte', 'sogenannter', 'schreibtisch', 'klappen', 'einzeln', 'personalchef', 'gruppe', 'einstellung']

76 ['kind', 'kindergarten', 'eltern', 'schule', 'gruppe', 'schön', 'krippe', 'einrichtung', 'erzieher', 'wende', 'erzieherin', 'erinnern', 'dresden', 'kindheit', 'lernen', 'mutti', 'ddrzeit', 'gerne', 'ausbildung', 'erziehung', 'ddr', 'zeit', '', 'pionier', 'leiterin', 'hort', 'gehören', 'betreuen', 'arbeit', 'freiheit', 'erinnerung', 'erziehen', 'lehrer', 'kindergärtnerin', 'kindergarte', 'abholen', 'mütter', 'prägen', 'kindergärt', 'kinderkrippe', 'erleben', 'narayen', 'kita', 'tag', 'dorf', 'basteln', 'beruf', 'spielzeug', 'spiel', 'beschäftigung', 'fallen', 'schaffen', 'ferienlager', 'raum', 'gestalten', 'einfallen', 'spaß', 'wendezeit', 'oma', 'stunde', 'normal', 'familie', 'pädagogik', 'bauen', 'pädagogisch', 'wünschen', 'idee', 'streng', 'nachmittag', 'sozial', 'alltag', 'klasse', 'zuhause', 'kollegin', 'regel', 'bestimmen', 'säugling', 'jugendamt', 'leitung', 'behindert', 'grippe', 'aussuchen', 'ordnung', 'super', 'mitmachen', 'glück', 'markus', 'spielplatz', 'mitbringen', 'animat', 'erzieherinn', 'lieben', 'heutig', 'malen', 'gedanke', 'kollege', 'sooo', 'schließen', 'prägend', 'ort']

