0 ['jüdisch', 'jude', 'erinnern', 'religiös', 'synagoge', 'hebräisch', 'israel', 'vater', 'familie', 'rabbiner', 'jiddisch', 'gemeinde', 'nennen', 'orthodox', 'synagog', 'ort', 'rabbi', 'lernen', 'kind', 'stadt', 'schabbat', 'feiertag', 'beten', 'pessach', 'kippur', 'religion', 'mensch', 'fest', 'zuhause', 'schule', 'jom', 'jeschiwa', 'essen', 'ungarisch', 'gebet', 'spät', 'schwester', 'befinden', 'art', 'bar', 'mädchen', 'bruder', 'helfen', 'tora', 'fromm', 'rosch', 'nichtjude', 'cheder', 'ungarn', 'kosch']
163 ['kontakt', 'treffen', 'freund', 'kennen', 'zeit', 'familie', 'besuchen', 'wohnen', 'beziehung', 'freundschaft', 'eng', 'mensch', 'verbindung', 'unterhalten', 'verhältnis', 'einladen', 'gemeinsam', 'gruppe', 'helfen', 'kreis', 'nachbar', 'spät', 'befreundet', 'reden', 'lernen', 'untereinander', 'aufnehmen', 'freundin', 'kollege', 'gegenseitig', 'privat', 'ergeben', 'gehören', 'organisieren', 'ehemalig', 'besuch', 'fest', 'nett', 'verschieden', 'gerne', 'schön', 'versuchen', 'trennen', 'bekanntenkreis', 'hören', 'kümmern', 'gemeinschaft', 'freundeskreis', 'anfang', 'pflegen']

164 ['magdeburg', 'geräusch', 'leise', 'stockend', 'murmeln', 'gotha', 'lachen', 'flüstern', 'oebisfelde', 'umblättern', 'papierraschel', 'drüben', 'halle', 'wolfsburg', 'erfurt', 'salzwedel', 'braunschweig', 'klacken', 'werner', 'geschirrklapper', 'papierrascheln', 'thüringen', 'kreis', 'vw', 'heidemühl', 'personalwesen', 'bürgermeister', 'lpg', 'betrieb', 'celle', 'vorstand', 'duhm', 'poltern', 'zeitz', 'ausweisen', 'stiefvater', 'vierzehn', 'geschäft', 'liste', 'zerbst', 'hohenlimburg', 'gerti', 'riegow', 'herr', 'klopfen', 'führungskräft', 'hütte', 'rennbahn', 'gläserklirren', 'stöhnen']

165 ['amerika', 'deutschland', 'england', 'land', 'york', 'usa', 'deutsch', 'freund', 'israel', 'englisch', 'welt', 'europa', 'kennen', 'auswandern', 'australien', 'amerikanisch', 'london', 'lernen', 'zeit', 'staat', 'familie', 'paris', 'ausland', 'schicken', 'schweden', 'treffen', 'reise', 'stadt', 'geld', 'reisen', 'geschichte', 'dollar', 'tag', 'krieg', 'interessant', 'südafrika', 'kaufen', 'verschieden', 'südamerika', 'einladen', 'weißen', 'kanada', 'spät', 'college', 'wussen', 'papier', 'afrika', 'frankreich', 'japan', 'brasilien']

166 ['türkei', 'türkisch', 'türke', 'deutsch', 'deutschland', 'ausländer', 'kühn', 'problem', 'ankara', 'gurke', 'istanbul', 'ausländisch', 'grieche', 'wohnheim', 'moschee', 'griechenland', 'arbeitsamt', 'hassan', 'religion', 'deutsche', 'firma', 'eckhoff', 'sögen', 'kultur', 'gastarbeiter', 'alice', 'hamburg', 'moslem', 'jubiläum', 'türkinnen', 'aufpassen', 'vietnamese', 'köln', 'familie', 'paß', 'kubaner', 'ramadan', 'jugoslawien', 'exmann', '78', 'bethmann', 'profil', 'militär', 'italiener', 'fünfzehn', 'fuchs', 'modern', 'rotkohl', 'automatisch', 'arbeitsplatz']

167 ['fünfzehn', 'fünfzig', 'vierzig', 'vierzehn', 'sechzehn', 'achtzehn', 'sechzig', 'prozent', 'siebzehn', 'siebzig', 'achtzig', 'zeit', 'dreizehn', 'fünfundzwanzig', 'dreihundert', 'mensch', 'kennen', 'neunzehn', 'anfang', 'zweihundert', 'zweiter', 'fünfhundert', 'kilometer', 'neunzig', 'vierhundert', 'fünfziger', 'alter', 'meter', 'fünfundvierzig', 'einundzwanzig', 'zweitausend', 'schlecht', 'elf', 'sechziger', 'zweiundzwanzig', 'dauern', 'woche', 'schluss', 'liste', 'fünfundsechzig', 'knapp', 'achtundvierzig', 'dreiundzwanzig', 'hälfte', 'hundertfünfzig', 'bestimmen', 'mitte', 'zweimal', 'fünfunddreißig', 'achthundert']

168 ['katholisch', 'kirche', 'bischof', 'kloster', 'messe', 'pfarrer', 'papst', 'münster', 'graf', 'nonne', 'priester', 'kapelle', 'sankt', 'rom', 'kardinal', 'pater', 'gemeinde', 'heilig', 'kaplan', 'professor', 'predigen', 'erzbischof', 'katholik', 'dom', 'st', 'jesuit', 'bischöfe', 'kirchlich', 'führen', 'gottesdienst', 'studentengemeinde', 'theologie', 'marl', 'bistum', 'geistlich', 'hirschmann', 'mönch', 'mainz', 'rede', 'prozession', 'reihe', 'evangelisch', 'paderborn', 'grafen', 'saal', 'orden', 'nötig', 'begleiten', 'köln', 'konkordat']

169 ['maria', 'stefan', 'frank', 'benjamin', 'irmgard', 'anne', 'gerda', 'weber', 'villa', 'gemeinsam', 'nummer', 'hilde', 'birgit', 'schulfreund', 'rainer', 'gisela', 'horst', 'aufheben', 'richard', 'kroymann', 'stephan', '130', '137', 'ella', '140', 'nord', 'lagerleiterin', 'baviera', 'edison', 'loyola', 'tourist', 'helga', 'auffordern', 'geboren', 'unglaublich', 'kurt', 'milchbauer', 'blumenthal', 'schmidt', 'fakt', 'siemon', 'nechama', '2ter', 'micsinyei', 'direktive', 'rothstein', 'herumlaufen', 'elke', 'diskriminieren', 'streifen']

170 ['schlagen', 'hand', 'kopf', 'bein', 'fallen', 'arm', 'werfen', 'schauen', 'springen', 'auge', 'hören', 'boden', 'tür', 'zweiter', 'rücken', 'schreien', 'gesicht', 'erinnern', 'finger', 'reihe', 'treten', 'rufen', 'fenster', 'wasser', 'stock', 'rannen', 'brechen', 'schrecklich', 'dritter', 'luft', 'nennen', 'zeigen', 'fangen', 'tag', 'blut', 'fuß', 'passieren', 'wand', 'treiben', 'weinen', 'öffnen', 'führen', 'hände', 'schaffen', 'heben', 'drehen', 'versuchen', 'stecken', 'bewegen', 'fest']

171 ['krieg', 'soldat', 'einziehen', 'arbeitsdienst', 'melden', 'freiwillig', 'gefangenschaft', 'wehrmacht', '44', 'tag', 'zeit', 'front', 'militär', 'entlassen', 'mitmachen', 'offizier', 'russland', '43', 'ausbildung', 'einheit', 'urlaub', 'einsetzen', 'ausbilden', 'glück', 'sogenannter', 'letzter', 'spät', '45', 'lazarett', 'einsatz', 'militärisch', 'berlin', 'unteroffizier', 'flak', 'uniform', 'dienst', 'verwunden', '1944', 'frankreich', 'luftwaffe', 'truppe', 'woche', 'leutnant', 'nennen', 'marine', 'jahrgang', 'ss', '1943', 'kaserne', 'schwer']

172 ['krieg', '45', 'zeit', 'erleben', 'schlimm', 'spät', 'zerstören', 'einziehen', 'kriegsend', 'kaputt', 'anfang', 'gehören', '1945', 'erinnern', 'nachkriegszeit', 'soldat', 'aufbauen', 'verlieren', 'mitmachen', 'bombenangriff', 'vater', 'letzter', 'haus', 'nazi', 'richtig', 'froh', 'schluss', 'ausgebombt', 'fremdarbeiter', 'straße', 'gewinnen', 'helfen', 'unmittelbar', 'schwer', 'betrieb', 'kriege', 'passieren', 'fallen', 'amerikaner', '46', 'kriegsende', 'weltkrieg', 'reden', 'mitkriegen', 'kriegszeit', 'gefangenschaft', 'familie', 'miterleben', 'evakuieren', 'wussen']

173 ['fortschritt', 'technisch', 'sozial', 'technik', 'entscheidend', 'weichenstellung', '50er', 'lastenausgleich', 'adenauer', 'wendepunkt', 'entwicklung', 'rückschritte', 'arbeiter', 'fünfziger', 'gründung', 'rentenreform', 'bundesrepublik', 'rückschritt', 'flüchtling', 'staudinger', 'erfindung', '60er', 'menen', 'zurückblicken', 'betreffen', 'ken', 'erfolg', 'bergauf', 'beziehen', 'umbruch', 'fernsehen', 'wohlstand', 'verbinden', 'industrie', 'erfinden', 'letzter', 'technologisch', 'mitte', 'faktisch', 'wirtschaftswunder', 'karlch', 'arm', 'achtstundentag', 'bereich', 'emanzipation', 'ereignis', 'drängen', 'zeichner', 'erhardt', 'gleichberechtigung']

174 ['arbeit', 'schwer', 'fallen', 'schaffen', 'zeit', 'körperlich', 'mussen', 'hart', 'mensch', 'gewöhnen', 'lernen', 'schlecht', 'leisten', 'verrichten', 'kraft', 'norm', 'erfüllen', 'beruf', 'krank', 'betrieb', 'einstellen', 'verschieden', 'arbeitskraft', 'arbeitsplatz', 'hand', 'einteilen', 'helfen', 'bedingung', 'bau', 'arbeiter', 'kilo', 'einsetzen', 'melden', 'vergessen', 'ran', 'feld', 'kaputt', 'prüfen', 'erledigen', 'bewegen', 'brigade', 'anstrengend', 'kümmern', 'gelitten', 'alter', 'maschine', 'lohnen', 'bein', 'zwingen', 'wechseln']

175 ['leipzig', 'weimar', 'saalfeld', 'erfurt', 'thüringen', 'jena', 'sachsen', 'thüringer', 'gel', 'nennen', 'offen', 'eisenach', 'dialekt', 'gera', 'sächsisch', 'platt', 'hochdeutsch', 'prinzip', 'saale', 'sommer', 'leipziger', 'kassieren', 'katrin', 'halle', 'masse', 'berlin', 'sachse', 'sprache', 'zeiss', 'braunsdorf', 'krölpa', 'grau', 'dresden', 'gegend', 'wald', 'stammen', 'bann', 'tanz', 'marion', 'mundart', 'pößneck', 'freundeskreis', 'altersheim', 'losgehen', 'blöd', 'rudolstadt', 'schneider', 'heim', 'naumburg', 'klingen']

176 ['nähen', 'anziehen', 'stoff', 'kleidung', 'hose', 'kleid', 'stricken', 'schön', 'kleider', 'kaufen', 'mutter', 'anzug', 'mantel', 'mädchen', 'schuh', 'hemd', 'schwarz', 'jacke', 'blau', 'pullover', 'rock', 'bluse', 'strümpf', 'hosen', 'stopfen', 'zeit', 'hand', 'stiefel', 'uniform', 'schneider', 'winter', 'schneiderin', 'kittel', 'nähmaschine', 'mitbringen', 'sticken', 'dick', 'tasche', 'klamotte', 'tuch', 'anzüge', 'lernen', 'schürze', 'schneidern', 'socken', 'wäsche', 'warm', 'kostüm', 'braun', 'ausziehen']

177 ['wählen', 'cdu', 'spd', 'partei', 'politisch', 'wahl', 'politik', 'fdp', 'zentrum', 'mitglied', 'bürgermeister', 'mehrheit', 'adenauer', 'rat', 'meinung', 'landtag', 'demokratisch', 'stimme', 'grüne', 'bundestag', 'politiker', 'regierung', 'linker', 'frage', 'union', 'deutsch', 'grün', 'abgeordneter', 'sozialdemokrat', 'fraktion', 'sozialdemokratisch', 'diskutieren', 'engagieren', 'vorsitzend', 'brandt', 'deutschland', 'konservativ', 'gewinnen', 'gehören', 'koalition', 'vertreten', 'oberbürgermeister', 'richtung', 'kandidat', 'absolut', 'parlament', 'versammlung', 'stadtrat', 'grund', 'fallen']

178 ['brot', 'essen', 'lebensmittel', 'kaufen', 'zucker', 'butter', 'pfund', 'mehl', 'tauschen', 'kartoffel', 'karte', 'hunger', 'bäcker', 'bäckerei', 'backen', 'tag', 'sack', 'verkaufen', 'bauer', 'zeit', 'paket', 'marke', 'gebacken', 'krieg', 'speck', 'milch', 'kuchen', 'kilo', 'gramm', 'geld', 'hamstern', 'fleisch', 'hungern', 'schlecht', 'geschäft', 'markt', 'mühle', 'schwarzmarkt', 'brötchen', 'klauen', 'wurst', 'abgeben', 'eier', 'schicken', 'schokolade', 'schwer', 'mitbringen', 'mutter', 'helfen', 'laden']

179 ['kirche', 'apostel', 'stammapostel', 'gemeinde', 'botschaft', 'gottesdienst', 'neuapostolisch', 'bischoff', 'kuhlen', 'kuhl', 'güttinger', 'bezirksapostel', 'vater', 'apostolisch', 'bezirk', 'vorsteher', 'düsseldorf', 'grunde', 'bischof', 'amt', 'priester', 'erleben', 'otto', 'sterben', 'kennen', 'nak', 'geschwister', 'gottesdienste', 'schmidt', 'herr', 'predigen', 'nachfolger', 'vag', 'gott', 'trennung', 'streckeise', 'frankfurt', 'ruhestand', 'schweiz', 'familie', 'schrift', 'stelle', 'sohn', 'brüder', 'mitglied', 'verteilen', 'diakon', 'leber', 'tod', '1960']

180 ['kirche', 'katholisch', 'evangelisch', 'christlich', 'pastor', 'kirchlich', 'pfarrer', 'religion', 'religiös', 'katholik', 'kind', 'eltern', 'taufen', 'gehören', 'erziehen', 'austreten', 'schule', 'jugend', 'streng', 'sonntags', 'christ', 'religionsunterricht', 'rolle', 'zeit', 'lachen', 'fromm', 'gläubig', 'mensch', 'gemeinde', 'kommunion', 'beten', 'gottesdienst', 'richtig', 'trauen', 'konfessionell', 'besuchen', 'priester', 'protestantisch', 'messe', 'geistlich', 'protestant', 'konfirmieren', 'hingehen', 'zwingen', 'konfession', 'kaplan', 'verein', 'kirchensteuer', 'verbindung', 'einstellung']

181 ['hund', 'katze', 'tier', 'bellen', 'schäferhund', 'angst', 'hunde', 'katzen', 'maus', 'beißen', 'fressen', 'tierarzt', 'spur', 'schön', 'füttern', 'spital', 'spazieren', 'schlafen', 'jagen', 'hündchen', 'lady', 'kater', 'gewöhnen', 'gebissen', 'idee', 'reiten', 'pudel', 'gefährlich', 'tot', 'schumann', 'hunden', 'wuff', 'kätzchen', 'schimpfen', 'bissen', 'hießen', 'löschen', 'ärgern', 'schwanz', 'streifen', 'esel', 'gespannt', 'kette', 'pferd', 'stückchen', 'haustier', 'art', 'fell', 'hundehütte', 'lecken']

182 ['hütte', 'hubert', 'schmelzer', 'schicht', 'damalig', 'öfen', 'bergeborbeck', 'entsinnen', 'wahr', 'zink', 'ofen', 'georg', 'frintrop', 'zinkhütte', 'direktor', 'meister', 'borbeck', 'spätschicht', 'land', 'oberschmelzer', 'erz', 'vogelheim', 'übertönen', 'ecke', 'zeche', 'brigadier', 'frühschicht', 'chef', 'sichel', 'zinkstraße', 'hingehen', 'presswerk', 'schmier', 'fremdstimm', 'streiken', 'obermeist', 'willi', 'gesangverein', 'osterfeld', 'verbesserungsvorschlag', 'hammer', 'schund', 'nachtschicht', 'kanal', 'sanderhof', 'kiefer', 'trinken', 'feierabend', 'carolus', 'mia']

183 ['wohnung', 'wohnen', 'haus', 'zimmer', 'gewohnen', 'familie', 'eltern', 'straße', 'kind', 'bauen', 'einziehen', 'schön', 'umziehen', 'möbel', 'gehören', 'küche', 'gewohnt', 'arbeit', 'tochter', 'sohn', 'nachbar', 'etage', 'kaufen', 'nähe', 'miete', 'bad', 'mieten', 'vermieten', 'zeit', 'einrichten', 'ausziehen', 'anfang', 'stadt', 'viertel', 'toilette', 'platz', 'dach', 'heiraten', 'raum', 'wohnraum', 'schlafzimmer', 'dritter', 'mieter', 'gebären', 'quadratmeter', 'schwester', 'treppe', 'stock', 'bezahlen', 'ausgezogen']

184 ['lager', 'buchenwald', 'baracke', 'jamlitz', 'barack', 'russe', 'lazarett', 'ketschendorf', 'mühlberg', 'tor', 'entlassen', 'häftling', 'russisch', 'tag', 'deutsch', 'entlassung', 'transport', 'offizier', '46', 'posten', 'verpflegung', 'küche', 'brot', '48', 'melder', 'zone', '47', 'möglichkeit', 'sterben', 'essen', 'sachsenhause', 'ehemalig', 'zaun', 'sogenannter', 'einzeln', 'jugendliche', 'jugendlich', 'tot', 'unterbringen', 'nennen', 'kommandant', 'antreten', 'kommando', 'zeit', 'woche', 'pritsch', 'russland', 'schildern', 'melden', 'kontakt']

185 ['michail', 'nikolai', 'minsk', 'dußja', 'kosaken', 'tscherkessk', 'borissow', 'kuban', 'lieben', 'maja', 'sohn', 'nowogrudok', 'zeigen', 'ausbildung', 'stadion', 'leningrad', 'lida', 'jewdokija', 'landkreis', 'polozk', 'nowojelnja', 'ts', 'klub', 'kindheit', 'beresina', 'igor', 'torf', 'kaukasus', 'arsenjewitsch', 'glubokoje', 'graveur', 'kirow', 'schließen', 'grischa', '92', 'weggefahren', 'pjatigorsk', 'stadt', 'don', 'leonid', 'ticket', 'swetlana', 'kaufen', 'alexandrowitsch', 'tschetschenen', 'filmvorführer', 'kursk', 'offizier', 'küchenhelferin', 'wovon']

186 ['schwarz', 'schön', 'blau', 'auge', 'blume', 'blond', 'dick', 'grau', 'haar', 'mädchen', 'brille', 'art', 'blum', 'braun', 'rot', 'schaf', 'hübsch', 'gesicht', 'wunderbar', 'bild', 'grün', 'dunkel', 'nase', 'hell', 'rose', 'nennen', 'haare', 'blick', 'herz', 'typisch', 'fräulein', 'gelb', 'engel', 'typ', 'kopf', 'aussehen', 'schlank', 'niedlich', 'schwarze', 'laub', 'blättern', 'rosa', 'himmel', 'farbe', 'wunderschön', 'anschauen', 'annehmen', 'bauch', 'storch', 'vogel']

187 ['cola', 'schlecht', 'besucher', 'tonqualität', 'coca', 'mentalität', 'gast', 'kennedy', 'james', 'ko', 'wachsen', 'besucherin', 'netzwerk', 'preis', 'nixon', 'lil', 'kuba', 'kamera', 'glauchau', 'kassel', 'gemischt', 'niveau', 'nichtja', 'flugblatt', 'rabbi', 'verbluten', 'militärisch', 'fluoride', 'tamara', 'ungestüm', 'wahlkampf', 'dahler', 'sieger', 'boris', 'lässig', 'meldeadresse', 'führend', 'übertragen', 'heimatforschung', 'stanford', 'tussi', 'mosaik', 'brisant', 'fluor', 'reichenbach', 'ann', 'bizone', 'arbor', 'culinary', 'ausfallen']

188 ['friedhof', 'sterben', 'beerdigen', 'grab', 'tot', 'begraben', 'beerdigung', 'gräber', 'tote', 'sarg', 'leiche', 'intavpch', 'intavpn', 'grabstein', 'verstorben', 'tod', 'kranz', 'beisetzen', 'massengräber', 'pflegen', 'massengrab', 'friedhöfe', 'wintavpr', 'nintavpcht', 'eintavpn', 'stein', 'intavpm', 'grabsteine', 'mintavpt', 'sintavpch', 'kontakt', 'denkmal', 'intavpst', 'verbrennen', 'aufstellen', 'gruft', 'letzter', 'urne', 'blume', 'knochen', 'sintavpcherlintavpch', 'erde', 'kapelle', 'sintavpe', 'beintavp', 'mahnmal', 'zeintavpt', 'eingeäschern', 'aufbahren', 'menge']

189 ['sachten', 'echt', 'spät', 'erika', 'puppe', 'stadtwald', 'vater', 'krischt', 'tochter', 'prügel', 'mädchen', 'meier', 'hüten', 'fürchterlich', 'binden', 'wilhelm', 'erlebnis', 'karl', 'gottfried', 'moment', 'tisch', 'gesehn', 'lehnen', 'grubenwehr', 'martha', 'bese', 'rellinghaus', 'drehen', 'krisch', 'hilperen', 'führen', 'batterie', 'püppchen', 'bewusst', 'holm', 'fräulein', 'püppch', 'stund', 'rostock', 'kümmel', 'spiel', 'ungerecht', 'konzession', 'busch', 'heimann', 'taschengeld', 'vorig', 'blind', 'rüttenscheid', 'willste']

190 ['geschäft', 'laden', 'verkaufen', 'kaufen', 'kunde', 'einkaufen', 'konsum', 'verkäuferin', 'übernehmen', 'kennen', 'schön', 'bäckerei', 'ware', 'aufmachen', 'apotheke', 'lachen', 'zeit', 'firma', 'markt', 'chef', 'bäcker', 'stadt', 'personal', 'betrieb', 'privat', 'geld', 'liefern', 'kundschaft', 'bedienen', 'großhandel', 'ho', 'selbständig', 'sohn', 'selbstständig', 'aufgeben', 'kaufmann', 'lebensmittel', 'aufbauen', 'herr', 'schließen', 'kaufhaus', 'chefin', 'bestellen', 'gerne', 'verkauf', 'abends', 'führen', 'filiale', 'krieg', 'büro']

191 ['jude', 'bukarest', 'rumänisch', 'zwangsarbeit', 'erinnern', 'fräulein', 'leisten', 'galai', 'arbeit', 'jüdisch', 'rumänien', 'israel', 'iassy', 'zurückkehren', 'rumän', 'familie', 'schicken', 'gemeinde', 'herza', 'deportation', 'auswandern', 'gymnasium', 'cluj', 'timioara', 'passieren', 'nedeleanu', 'smorgon', 'deportieren', 'flughafen', 'sterben', 'problem', 'gherla', 'stadt', 'stadtverwaltung', 'besuchen', 'podul', 'iloaiei', 'straße', 'nennen', 'front', 'lyzeum', 'transnistrien', 'überleben', '1941', 'beschreiben', 'situation', 'baustelle', 'befinden', 'farm', '1944']

192 ['jugend', 'bdm', 'hitlerjugend', 'jungvolk', 'schule', 'uniform', 'gruppe', 'hj', 'mädchen', 'deutsch', 'eltern', 'antreten', 'schön', 'politisch', 'marschieren', 'erinnern', 'mitmachen', 'vater', 'gerne', 'nennen', 'jugendgruppe', 'hitler', 'dienst', 'führerin', 'jugendlich', 'führer', 'jugendliche', 'bund', 'lachen', 'wandern', 'mussen', 'jugendbewegung', 'lieder', 'sport', 'lehrer', 'fähnleinführer', 'nazi', 'nationalsozialismus', 'pimpfe', 'fallen', 'wanderung', 'fahrt', 'organisieren', 'begeistert', 'zwingen', 'organisation', 'hingehen', 'führerinn', '38', 'entsinnen']

193 ['offizier', 'verhaften', 'russisch', 'unterschreiben', 'russe', 'werwolf', 'keller', 'verhören', 'vernehmung', 'tag', 'sowjetisch', 'zelle', 'deutsch', 'verhör', 'dolmetscherin', 'spät', 'cottbus', 'gefängnis', 'verhaftung', 'protokoll', 'nkwd', 'vernehmen', 'dolmetsch', 'schlagen', 'verhöre', 'gruppe', 'spremberg', 'übersetzen', 'dolmetscher', 'wussen', 'verurteilen', 'bürgermeister', 'hören', 'abholen', 'pistole', 'satz', 'kennen', 'raum', 'frage', 'gehören', 'entlassen', 'freund', 'jugendlich', 'nachts', 'vorgelesen', 'waffe', 'hitlerjugend', 'militärtribunal', 'einsperren', 'spion']

194 ['stimme', 'heben', 'hauchen', 'lachen', 'stöhnen', 'betonen', 'verhalten', 'räusperen', 'lübben', 'nuschelen', 'stocken', 'murmeln', 'schleppend', 'wahr', 'luft', 'jamlitz', 'husten', 'schreien', 'stockend', 'aufgeregt', 'jemacht', 'geräusch', 'dehnen', 'klatschen', 'klopfen', 'jaipks', 'flüstern', 'russe', 'nuschelt', 'autogeräusch', 'richtig', 'günter', 'lager', 'jawoll', 'erstaunt', 'jekriegt', 'frage', 'abgehacken', 'cottbus', 'ahaipks', 'klacken', 'uff', 'ernst', 'poltern', 'berlin', 'hase', 'blättern', 'gesehn', 'keutel', 'lieberose']

195 ['lager', 'tag', 'mensch', 'auschwitz', 'wussten', 'erinnern', 'arbeit', 'baracke', 'sterben', 'zeit', 'gruppe', 'deutsch', 'spät', 'essen', 'überleben', 'barack', 'ss', 'wussen', 'ort', 'art', 'block', 'schicken', 'häftling', 'appell', 'jude', 'hören', 'konzentrationslager', 'platz', 'deutsche', 'passieren', 'nummer', 'transport', 'marschieren', 'brot', 'kleidung', 'befreien', 'reihe', 'mädchen', 'zählen', 'dachau', 'fabrik', 'stunde', 'krank', 'schrecklich', 'buchenwald', 'schauen', 'töten', 'krematorium', 'kapo', 'versuchen']

196 ['hase', 'christel', 'schützenfest', 'ute', 'lehrer', 'gläser', 'bahndamm', 'schützen', 'reich', 'prügeln', 'schwelm', 'matthias', 'verprügeln', 'wendland', 'masse', 'leiden', 'tadel', 'schublade', 'einfluss', 'rektor', 'schleife', 'pauke', 'rügen', 'dünkel', 'schützenfeste', 'durchziehen', 'daun', 'epa', 'bandelstraße', 'beobachten', 'nordisch', 'gartenhaus', 'umzug', 'mangel', 'peter', 'riemen', 'kranz', 'romantisch', 'david', 'milauzki', 'sittard', 'edinburgh', 'ortsgruppenleiter', 'unterlegen', 'gefährden', 'schulzeit', 'herrmann', 'halblang', 'straßenmädch', 'mobil']

197 ['dresden', 'chemnitz', 'leipzig', 'rabenstein', 'bürgermeister', 'wismut', 'stadt', 'siegmar', 'karlmarxstadt', 'richtig', 'bauen', 'schaffen', 'rathaus', 'sachsen', 'drinnen', 'aue', 'lachen', 'gehören', 'ort', 'erzgebirge', 'wohnen', 'schön', 'karl', 'gemeinde', 'lengefeld', 'plau', 'warten', 'marx', 'wahr', 'drüben', 'freiberg', 'marienberg', 'riesa', 'eisenhüttenstadt', 'westen', 'zwickau', 'kutzner', 'straßenbahn', 'gaststätte', 'henry', 'sächsisch', 'pockau', 'hennlein', 'heim', 'hintergrundgeräusch', 'mitmachen', 'angucken', 'elbe', 'grenze', 'rüber']

198 ['frage', 'zeit', 'richtig', 'geschichte', 'politisch', 'art', 'gewiß', 'problem', 'versuchen', 'rolle', 'bereich', 'entwicklung', 'sinn', 'erfahrung', 'verschieden', 'entwickeln', 'unterschiedlich', 'interessant', 'führen', 'weise', 'grunde', 'möglichkeit', 'gruppe', 'mensch', 'gehören', 'richtung', 'nennen', 'relativ', 'form', 'situation', 'anfang', 'spät', 'beschäftigen', 'entstehen', 'zweiter', 'letzter', 'interessiert', 'deutlich', 'gespräch', 'gemeinsam', 'kontakt', 'merken', 'erleben', 'gedanke', 'passieren', 'begriff', 'einzeln', 'generation', 'zeigen', 'besonderer']

199 ['bank', 'sparkasse', 'volksbank', 'dresdner', 'spaß', 'ordentlich', 'klausure', 'bundeswehr', 'unterwegs', 'bankdirektor', 'schriftlich', 'vorteil', 'lorenz', 'klausur', 'chemie', 'stadium', 'jahrgang', 'zwanghaft', 'schulz', 'schalter', 'filiale', 'feststellen', 'übung', 'fachoberschule', 'fernuni', 'corinna', 'versetzen', 'hauptstudium', 'kunde', 'bundesbank', 'werkdirektor', 'verarbeiten', 'wenns', 'wissenschaftlich', 'jojo', '37', 'schlau', 'stoff', 'dortmunder', 'neunzig', 'mans', 'dresdener', 'statistisch', 'anforderung', 'mäßig', 'bankkaufmann', 'fach', 'überlegung', 'kurzarbeit', 'dreieinhalb']

200 ['zeitung', 'herr', 'artikel', 'redaktion', 'journalist', 'verlag', 'redakteur', 'chefredakteur', 'zeitschrift', 'lizenz', 'soest', 'presse', 'handelsblatt', 'nachricht', 'westfalenpost', 'westfälisch', 'spät', 'drucken', 'verleger', 'politisch', 'anzeige', 'rundschau', 'kurier', 'freiheit', 'schmelzer', 'redakteure', 'hanke', 'altverleger', 'deutsch', 'düsseldorf', 'vogel', 'lippstadt', 'lachend', 'blatt', 'druckerei', 'pesch', 'herausgeben', 'papier', 'mitarbeiter', 'frage', 'rheinisch', '49', 'leser', 'sträter', 'auflage', 'anfang', 'tageszeitung', 'herrn', 'engländer', 'post']

201 ['bahn', 'deutsch', 'eisenbahn', 'bahnhof', 'mitarbeiter', 'arbeiter', 'sogenannter', 'italiener', 'bundesbahn', 'ausländisch', 'italienisch', 'wagen', 'wilhelmsburg', 'reichsbahn', 'hamburg', 'herr', 'spät', 'sechziger', 'tätigkeit', 'beamter', 'lokomotivführer', 'eisenbahner', 'deutschland', 'seinerzeit', 'siebziger', 'dienststelle', 'hamburgsüd', 'buchholz', 'italien', 'ort', 'rangierdienst', 'einstellen', 'lüneburg', 'hafen', 'gewiß', 'untersuchung', 'ausländer', 'arbeitern', 'bachmatsch', 'bilmatschiwka', 'anfang', 'wasserpumpstation', 'bereich', 'personalrat', 'gleis', 'kennen', 'verona', 'lokomotive', 'rangierer', 'rangierleiter']

202 ['pionier', 'klasse', 'schule', 'schüler', 'fdj', 'lehrer', 'ddr', 'direktor', 'halstuch', 'arbeitsgemeinschaft', 'mitmachen', 'unterricht', 'jugendweihe', 'blau', 'schulrat', 'organisation', 'berlin', 'politisch', 'neunter', 'lieberose', 'volksbildung', 'zehnter', 'wandzeitung', 'thälmann', 'verschieden', 'sammeln', 'oberschule', 'veranstaltung', 'kreisleitung', 'achter', 'film', 'lieberos', 'einladen', 'vorbereiten', 'fdjler', 'freundschaft', 'pionierrepublik', 'ministerium', 'verbieten', 'sommerferien', 'reden', 'eos', 'klassenfahrt', 'spaß', 'angucken', 'ernst', 'pionieren', 'klassenlehrerin', 'komsomolzen', 'partei']

203 ['vater', 'gebären', 'mutter', 'eltern', 'krieg', 'kind', 'familie', 'bruder', 'jahrgang', 'weltkrieg', 'schwester', 'sterben', 'schule', 'zweiter', 'heiraten', 'zeit', 'geschwister', 'kindheit', 'stammen', 'aufwachsen', 'besuchen', 'spät', 'erinnern', 'einziehen', 'brüder', 'volksschule', '21', '1923', '1930', '22', '1920', 'fangen', '29', 'beruf', 'wohnen', 'letzter', '1928', '1900', 'lernen', 'nähe', 'geburt', '1927', 'elternhaus', '1925', '24', '1939', '25', '1919', '1940', 'frage']

