0 ['mutter', 'kind', 'oma', 'vater', 'erinnern', 'eltern', 'opa', 'haus', 'kindheit', 'erinnerung', 'schwester', 'familie', 'großeltern', 'großmutter', 'zeit', 'wohnen', 'bruder', 'schule', 'spät', 'großelter', 'richtig', 'schön', 'geschwister', 'dorf', 'zuhause', 'gebären', 'krieg', 'sterben', 'garten', 'tante', 'großvater', 'onkel', 'hof', 'gewohnen', 'puppe', 'straße', 'alter', 'gerne', 'verbringen', 'erwachsen', 'tant', 'prägen', 'papa', 'schlimm', 'mama', 'spielzeug', 'zimmer', 'elf', 'freundin', 'feri']

375 ['mama', 'arbeit', 'dina', 'irina', 'entlassen', 'jewstafjewna', 'magadan', 'bolschoi', 'leningrad', 'tula', 'schweden', 'bedeuten', 'ravensbrück', 'kz', 'ljuda', 'nadja', 'komsomolzin', 'verbieten', 'sowjetisch', 'warten', 'auschwitz', 'rufen', 'stalino', 'siedlung', 'beenden', 'wahrheit', 'dom', 'revolution', 'gefangener', 'generell', 'land', 'heimat', 'fundort', 'verhör', 'buchhalterin', 'nötig', 'prinzip', 'rede', 'ticket', 'bildung', 'lazarett', 'ivan', 'tonja', 'aufgeschrieben', 'fünfter', 'erstaunlich', 'ehemalig', 'luden', 'tamara', 'ausland']

376 ['jude', 'araber', 'libyen', 'shalom', 'schauen', 'esel', 'kilometer', 'lager', 'tripolis', 'vorwärts', 'schau', 'körbe', 'sidi', 'azaz', 'grenze', 'italienisch', 'italiener', 'gott', 'wussen', 'geh', 'schlafen', 'problem', 'engländer', 'schekel', 'benghasi', 'ordnung', 'tonne', 'auto', 'kind', 'stein', 'bring', 'revolver', 'mussolini', 'korb', 'deutsche', 'kiste', 'kommandant', 'weißen', 'könig', 'weggehen', 'kopf', 'bursche', 'kilo', 'zurückgekommen', 'schicken', 'schlüssel', 'lira', 'sohn', 'italien', 'fuß']

377 ['antrag', 'politisch', 'herr', 'beantragen', 'häftling', 'entschädigung', 'anerkennung', 'gesetz', 'rehabilitierung', 'häftlingshilfegesetz', 'anerkennen', 'paragraph', 'engert', 'bescheinigung', 'opfer', 'berlin', 'ehemalig', 'absatz', 'haftentschädigung', 'helmut', 'grund', 'haft', 'rehabilitieren', 'gansewig', '90', 'behörde', 'stalinismus', 'lindner', 'haftzeit', 'bonn', '1990', 'hhg', 'herrn', 'ablehnen', 'bautzen', '1957', 'bundesregierung', 'ministerium', 'urteil', 'gewahrsam', 'bundesminister', 'innerdeutsch', 'verordnung', 'stiftung', 'erfolgen', 'gemäß', 'demokratisch', 'justiz', 'bewilligen', 'rehabilitation']

378 ['lager', 'tag', 'erinnern', 'arbeit', 'mensch', 'wussten', 'zeit', 'auschwitz', 'gruppe', 'spät', 'überleben', 'sterben', 'essen', 'hören', 'schauen', 'ort', 'wussen', 'schicken', 'deutsch', 'art', 'ss', 'platz', 'baracke', 'helfen', 'passieren', 'versuchen', 'schrecklich', 'krank', 'marschieren', 'jude', 'befreien', 'reihe', 'häftling', 'mädchen', 'deutsche', 'fabrik', 'appell', 'retten', 'stunde', 'fallen', 'konzentrationslager', 'barack', 'töten', 'glück', 'schwer', 'zählen', 'tod', 'selektion', 'schlagen', 'befreiung']

379 ['schön', 'feiern', 'einladen', 'geburtstag', 'zeit', 'hochzeit', 'tag', 'freuen', 'wunderbar', 'wunderschön', 'fest', 'feier', 'richtig', 'spaß', 'schenken', 'bild', 'abend', 'nett', 'herrlich', 'gerne', 'erinnerung', 'essen', 'fallen', 'freude', 'mitmachen', 'golden', 'freund', 'besuchen', 'gaststätte', 'weihnachten', 'kennen', 'saal', 'haus', 'einladung', 'laden', 'freundin', 'zufrieden', 'tanzen', 'vergessen', 'besuch', 'lustig', 'letzter', 'kaffee', 'gemütlich', 'tisch', 'glücklich', 'begrüßen', 'sommer', 'tochter', 'geschenk']

380 ['arbeitsdienst', 'freiwillig', 'melden', 'arbeitsamt', 'einziehen', 'pflichtjahr', 'lachen', 'wehrmacht', 'mussen', 'mädchen', 'zeit', 'lager', 'reichsarbeitsdienst', 'soldat', 'kriegshilfsdienst', 'einsetzen', 'richtig', 'kameradschaft', 'landjahr', 'glück', 'flak', 'verpflichten', 'entlassen', 'woche', 'schön', 'dienstverpflichten', 'einberufung', 'bauer', 'rad', 'dienst', 'bdm', '40', 'krieg', 'außendienst', 'jahrgang', 'pflicht', 'antreten', '1940', 'luftwaffe', 'streng', '39', 'ausbilden', 'nennen', 'urlaub', 'marine', 'militär', 'blum', 'dienstverpflichtung', 'arbeitsdienstlager', 'kreis']

381 ['zähne', 'zahnarzt', 'zahn', 'zähn', 'mund', 'prothese', 'auge', 'nase', 'kiefer', 'ohr', 'arzt', 'zahnschmerzen', 'zement', 'verlieren', 'ausschlagen', 'damen', 'shoa', 'einzeln', 'behandlung', 'gebiss', 'alter', 'goldzähne', 'zahnärztlich', 'zahnärztin', 'beißen', 'heldentum', 'maul', 'skorbut', 'zange', 'zementfabrik', 'eimer', 'rest', 'vitamine', 'spritze', 'hessisch', 'zahnärzt', 'lied', 'pfeife', 'gebietskommitee', 'handhaben', 'blüte', 'rückkehr', 'rausgeschlage', 'kostja', 'wehtun', 'zahnärzen', 'barfüßig', 'pjotr', 'spitzgekriegen', 'goldzahn']

382 ['schmunzeln', 'japan', 'japanisch', 'japaner', 'china', 'indien', 'erweiterung', 'million', 'schlecht', 'indisch', 'honnef', 'untersuchung', 'führen', 'anschluss', 'asiatisch', 'ansehen', 'leg', 'korea', 'bürgerlich', 'buddhistisch', 'nah', 'hiroshima', 'hierhin', 'vietnam', 'japanern', 'schön', 'fern', 'gelegenheit', 'hintergrund', 'lauf', 'asien', 'hinblick', 'tokio', 'beurlauben', 'rechtsvergleichend', 'erneuern', 'stimmen', 'vergeben', 'schluss', 'taiwan', 'wupper', 'kaiserreich', 'vorbereitend', 'studienbrief', 'dieter', 'wirtschaftsrecht', 'hinschauen', 'aktivität', 'bad', 'reiz']

383 ['nazi', 'partei', 'krieg', '45', 'entnazifizierung', 'nazizeit', 'nsdap', 'nazis', 'entnazifiziern', 'bürgermeister', 'sa', 'parteigenosse', 'parteimitglied', 'mitglied', 'ortsgruppenleiter', 'posten', 'lehrer', 'funktion', 'einsetzen', 'engländer', 'entlassen', 'stelle', 'kz', 'schwierigkeit', 'reich', 'beamter', 'wiedergekommen', 'amt', 'leiter', 'uniform', 'chef', 'absetzen', 'nachkriegszeit', 'parteiabzeiche', 'hitler', 'stellung', 'abholen', 'nachweisen', 'denunzieren', 'kollege', 'kriegsend', 'fragebogen', 'nationalsozialismus', '1945', 'einsperren', 'golden', 'einstellen', 'kriege', 'nationalsozialist', 'doktor']

384 ['105', '120', '130', '140', 'lauf', 'graf', 'schulfreund', 'adel', '108', '125', 'fassen', '110', '129', '115', 'türkei', '160', '124', 'höhle', '133', '82', '106', 'archäologisch', 'bindestrich', 'verwalter', '150', 'archäologie', '137', '104', 'sodass', '116', '148', '126', 'gelitten', 'hervorragend', 'zentrallager', 'vernachlässigen', '132', 'ernähren', 'spee', '107', '156', '103', '121', 'archäolog', '145', 'wesuwe', '149', 'regieren', '155', 'lagerverwalt']

385 ['arzt', 'krankenhaus', 'krank', 'tag', 'woche', 'krankheit', 'spät', 'doktor', 'untersuchen', 'helfen', 'behandeln', 'medikament', 'gesund', 'ärztin', 'krankenschwester', 'operieren', 'bett', 'operation', 'schwer', 'zeit', 'fieber', 'schlecht', 'professor', 'sterben', 'schlimm', 'klinik', 'untersuchung', 'behandlung', 'glück', 'spritze', 'bein', 'patient', 'schwester', 'feststellen', 'medizinisch', 'zweiter', 'blut', 'ärztlich', 'spritzen', 'tablette', 'station', 'ärzten', 'tuberkulose', 'schmerz', 'wussen', 'essen', 'besuchen', 'rufen', 'körper', 'lunge']

386 ['ghetto', 'jude', 'mensch', 'deutsche', 'jüdisch', 'deutsch', 'tag', 'stadt', 'familie', 'erinnern', 'verstecken', 'arbeit', 'wussten', 'zeit', 'straße', 'grodno', 'ort', 'spät', 'erschießen', 'polen', 'warschau', 'überleben', 'haus', 'retten', 'fliehen', 'hören', 'kind', 'verschieden', 'verlassen', 'helfen', 'deportieren', 'gestapo', '1942', 'judenrat', 'ermorden', 'flüchten', 'untergrund', 'reich', 'bevölkerung', 'festnehmen', 'vernichten', 'polnisch', 'schwer', '42', 'aufstand', 'schicken', 'organisieren', 'töten', 'stern', 'lodz']

387 ['radio', 'fernsehen', 'hören', 'gehören', 'fernseher', 'sendung', 'nachricht', 'musik', 'sender', 'zeitung', 'gerne', 'erinnern', 'rundfunk', 'kaufen', 'abends', 'volksempfänger', 'programm', 'interessant', 'abend', 'mitkriegen', 'reden', 'aufnehmen', 'westfernsehen', 'kassette', 'zdf', 'mitbekommen', 'medium', 'apparat', 'schwarz', 'geraten', 'rede', 'interessiert', 'film', 'antenne', 'lautsprecher', 'englisch', 'informieren', 'bild', 'schalten', 'ohr', 'erfahren', 'senden', 'tagesschau', 'bbc', 'kanal', 'propaganda', 'aktion', 'anhören', 'meldung', 'reportage']

388 ['ukraine', 'ukrainisch', 'russisch', 'odessa', 'russland', 'kiew', 'nadja', 'revolution', 'lemberg', 'ukrainer', 'krim', 'russe', 'sibirien', 'walter', 'tanja', 'ukrain', 'ukrainerin', 'stadt', 'weißrussland', 'eisenbahn', 'charkow', 'nationalität', 'meer', 'westukraine', 'schwarz', 'russin', 'nina', 'gebiet', 'brjansk', 'sprache', 'dmitri', 'hungern', 'hauptsächlich', 'jassinowataja', 'tatar', 'lwow', 'genitschesk', 'gorki', 'studieren', 'ukrainern', 'dnestr', '1978', 'nelja', '1933', 'semjonowna', 'vierzig', 'dnepr', 'christoph', 'astrachan', 'skotowataja']

389 ['zeit', '56', '55', 'spät', '58', '54', '53', '57', 'gebären', '61', '59', '62', '65', '63', '50', '50er', '1953', 'lachen', '1960', 'sterben', '64', '1950', '1954', '1955', '51', 'letzter', '1958', '52', '1961', '1957', 'zweiter', '1956', 'richtig', 'heiraten', 'anfang', '66', 'sohn', 'jahrgang', 'übernehmen', '25', '1962', 'moment', 'frage', '1965', '1952', '49', 'stelle', '1959', '68', '60er']

390 ['lachen', 'reusch', 'alliierter', 'adenauer', 'frage', 'hermann', 'mitbestimmung', 'industrie', 'herr', 'ferrostahl', 'ferrostaal', 'unternehmer', 'sohl', 'deutsch', 'klöckner', 'unternehmen', 'konzern', 'stahl', 'hoffnungshütte', 'demontage', 'gewerkschaft', 'verhältnis', 'vernünftig', 'ghh', 'konrad', 'alliiert', 'verband', 'berg', 'entflechtung', 'vermuten', 'vorstand', 'dummheit', 'schweinitz', 'husten', 'faktisch', 'verhandlung', 'fritz', 'dinkelbach', 'heinrich', 'alliert', 'stahlwerk', 'goldschmidt', 'deist', 'konkurrenz', 'gespräch', 'waffengang', 'prokurist', 'viktor', 'montanunion', 'weltrevolution']

391 ['bergwerk', 'passierschein', 'delfzijl', 'groning', 'kostja', 'doktor', 'saar', 'hafen', 'brüssel', 'qualitativ', 'quantitativ', 'druck', 'völkling', 'malermeister', 'brüderschaft', 'erlaubnis', 'grube', 'breda', 'poljarnyj', 'synthetisch', 'christianstadt', 'kinderlähmung', 'sekundär', 'ausweg', 'spannung', 'enkelsohn', 'konz', 'praxis', 'schmerzhaft', 'negation', 'röchling', 'herrschaftlich', 'türe', 'kastrieren', 'anker', 'bombardiern', 'grundsätzlich', 'esterweg', 'hingelangen', 'reingehängen', 'fassungslos', 'spielkarte', 'esterwegen', 'woch', 'fellinger', 'kontrollpunkt', 'unterzutauchen', 'pais', 'durchbrochen', 'wovon']

392 ['teils', 'ball', 'gesangverein', 'protest', 'steffi', 'hindern', 'wirtschafterin', 'rhön', 'edna', 'einwenden', 'stollberg', 'herold', 'objektiv', 'bühne', 'römer', 'unendlich', 'preisprüfer', 'theodor', 'anfangsjahre', 'ehebruch', 'geläufig', 'grundsätzlich', 'gottlob', 'germane', 'größtenteils', 'freibekommen', 'daumen', 'kreuzburg', 'rode', 'nebenher', 'fünfminus', 'umliegend', 'blasse', 'schleusen', 'beanspruchen', 'gruppe', 'überschuh', 'friedensfahrt', 'goldgrube', 'kreissäge', 'kaffeeküch', 'bafög', 'schimmer', 'einzigst', 'vorzeitig', 'damm', 'vermessungsbüro', 'ausnahmefall', 'grundidee', 'harem']

393 ['zeit', 'problem', 'richtig', 'versuchen', 'merken', 'gerne', 'gefühl', 'schwer', 'schaffen', 'schlecht', 'situation', 'fühlen', 'erfahrung', 'schön', 'mensch', 'anfang', 'möglichkeit', 'frage', 'erleben', 'lernen', 'gewiß', 'überlegen', 'fallen', 'verändern', 'sinn', 'letzter', 'entscheiden', 'helfen', 'entwickeln', 'beziehung', 'schwierigkeit', 'normal', 'arbeit', 'ändern', 'art', 'führen', 'entscheidung', 'druck', 'gedanke', 'empfinden', 'moment', 'stelle', 'relativ', 'reden', 'verlieren', 'grund', 'geschichte', 'zufrieden', 'funktionieren', 'kontakt']

394 ['amerika', 'york', 'usa', 'san', 'dollar', 'amerikanisch', 'chicago', 'college', 'francisco', 'wussen', 'farm', 'kalifornien', 'amerikaner', 'orleans', 'florida', 'drüben', 'englisch', 'job', 'iowa', 'washington', 'henrik', 'rüber', 'reise', 'atlanta', 'university', 'harry', 'houston', 'film', 'schiff', 'riesig', 'auswandern', 'helge', 'schock', 'stockton', 'zippora', 'texas', 'sally', 'fett', 'restaurant', 'denver', 'blöße', 'farmer', 'cia', 'connecticut', 'niedlich', 'amerikanistik', 'erklärung', 'side', 'harvard', 'master']

395 ['ruhrgebiet', 'gelsenkirchen', 'bochum', 'zeche', 'kennen', 'stadt', 'dortmund', 'recklinghausen', 'gladbeck', 'bergbau', 'essen', 'anton', 'kumpel', 'bergmann', 'bottrop', 'westerholt', 'sauerland', 'nennen', 'wattenscheid', 'wohnen', 'unna', 'kreis', 'gehören', 'münsterland', 'resse', 'recklinghause', 'heren', 'stadtteil', 'schalke', 'industrie', 'schalker', 'ruhr', 'mittlerweile', 'münster', 'gegend', 'westfalen', 'selbstständig', 'kohlenpott', 'herne', 'buhr', 'ortsteil', 'hagen', 'bayern', 'einzeln', 'bevölkerung', 'hert', 'bauen', 'bedingt', 'bezirk', 'neuordnung']

396 ['lager', 'ähmm', 'norilsk', 'anna', 'apos', 'deutschland', 'leningrad', 'konvoi', 'angehen', 'mitleid', 'krasnoje', 'verbannung', 'häftlingsstatus', 'zementwerk', 'nirgendwohin', 'selo', 'maria', 'baugrube', 'zaren', 'gestreikt', 'eskorte', 'ivanovna', 'zone', 'einnehmen', 'rehabilitieren', 'handschuh', 'personalakt', 'gewaltsam', 'mv', 'besitzen', 'streik', 'eingewilligt', 'fürsorgeamt', 'sergej', 'gatschina', 'entkulakisiert', 'aberkannt', 'herrgott', 'aberkennen', 'adlershof', 'briefkontakt', 'marieche', 'durchgangscamp', 'aufseher', 'memorial', 'laderaum', 'fragebogen', 'herauskommen', 'eingesessen', 'raykom']

397 ['soldat', 'offizier', 'armee', 'militär', 'uniform', 'dienst', 'general', 'einheit', 'major', 'kaserne', 'deutsch', 'leutnant', 'militärisch', 'hauptmann', 'dienen', 'befehl', 'wehrmacht', 'krieg', 'entlassen', 'rang', 'einziehen', 'waffe', 'kommandeur', 'melden', 'unteroffizier', 'oberst', 'oberleutnant', 'truppe', 'wehrdienst', 'schicken', 'kompanie', 'feldwebel', 'kommandant', 'freiwillig', 'regiment', 'bataillon', 'zivil', 'ordnung', 'versetzen', 'marschieren', 'ehemalig', 'reserve', 'antreten', 'leisten', 'kennen', 'verpflichten', 'ausbildung', 'tag', 'volksarmee', 'stab']

398 ['pfund', 'kilo', 'schwer', 'wiegen', 'wogen', 'gewogen', 'waage', 'dick', 'gewicht', '80', 'zentner', 'kilogramm', 'bonbon', 'blech', 'gefangenschaft', 'dachpfann', 'schneiden', 'aufteilen', 'skelett', 'kräftig', 'gramm', '200', 'zunehmen', 'körperlich', 'schleppen', 'gips', 'säck', 'schau', 'abgewogen', 'piaster', 'umdrehen', 'groschen', 'fünfzig', '39', 'herz', 'gleichgewicht', 'löhnen', 'bonbons', 'kg', 'verrichten', 'entlassen', 'emil', 'quarantäneblock', 'zentn', 'abgemagert', 'größe', 'ernähren', 'gesprungen', 'füllen', 'joghurt']

399 ['verlag', 'druckerei', 'lizenz', 'drucken', 'verleger', 'verlage', 'militärregierung', 'hand', 'brite', 'kevelaer', 'engländer', 'drucker', 'eigentumsfrage', 'privat', 'druckmaschine', 'nachfragen', 'funke', 'buchbinderei', 'vergeben', 'papier', 'räuspern', 'engländern', 'druck', 'konzept', 'verband', 'klären', 'münchen', 'pleite', 'jawohl', 'religiös', 'bercker', 'rechtsform', 'kempt', 'drücken', 'gedruckt', 'erlaubnis', 'lizenzvergabe', 'zeitungsverlag', 'schwann', 'münster', 'vertreiben', 'auftrag', 'geschäftsführer', 'binden', 'räusper', 'dr', 'konkurrenz', 'reingekommen', 'augstein', 'druckn']

400 ['ersatz', 'ute', 'test', 'volksgemeinschaft', 'hibernia', 'unzufrieden', 'spaziergäng', 'stäbch', 'gerichtsvollzieher', 'wehrsold', 'brotschrank', 'begriff', 'straßenmädch', 'hängen', 'einbetten', 'zurückhaltend', 'krach', 'wochenendhäuser', 'landhaus', 'lokomotivführer', 'jalousien', 'gebiet', 'blömer', 'emi', 'markenzeichen', 'sanitär', 'hinterrücks', 'schallen', '80000', 'stadtkern', 'übergänge', 'idiot', 'strassenbahn', 'sensationell', 'nahrungsmittelallergie', 'reservelazarett', 'urst', 'büroleiterin', 'zimmerleute', 'medium', 'schicksalsgemeinschaft', 'solistisch', 'davongekommen', 'diskuswerfen', 'spaziergängen', 'verblich', 'kbau', 'richtschnur', 'tal', 'unterrichtsraum']

401 ['drüben', 'westen', 'ddr', 'rüber', 'westdeutschland', 'grenze', 'berlin', 'bundesrepublik', 'besuchen', 'besuch', 'westberlin', 'abhauen', 'osten', 'mauer', 'west', 'rentner', 'westdeutsch', 'kontakt', 'verwandter', 'mitbringen', 'ausreisen', 'verwandtschaft', 'mauerbau', 'gehören', 'auto', 'antrag', 'ostzone', 'reise', 'ausreise', 'verwandt', 'rübergegang', 'verwandte', 'beantragen', 'treffen', 'schwierigkeit', 'verbindung', 'rübergefahr', 'möglichkeit', 'visum', 'ost', 'reisen', 'brd', '61', 'problem', 'drübe', 'leipzig', 'rübergekommen', 'westlich', 'ruhig', 'staat']

402 ['schweden', 'dänemark', 'norwegen', 'dänisch', 'graf', 'herr', 'schloss', 'däne', 'schwedisch', 'grafen', 'finnland', 'deutschland', 'norwegisch', 'kopenhagen', 'norweger', 'naturrecht', 'familienrecht', 'könig', 'professor', 'zertifikat', 'stockholm', 'holland', 'kapitulation', 'eisenbahn', 'oslo', 'retten', 'bedauern', 'insel', 'bosch', 'spitzberg', 'belohnung', 'narvik', 'untertan', 'bernadotte', 'weber', 'belohnen', 'auszeichnen', 'jubiläum', 'bernhard', 'hirschmann', 'boden', 'reform', '20000', 'paulus', 'rechtsanwältin', 'lunderskov', 'epheserbrief', 'schwede', 'rückkehr', 'gethmann']

403 ['vater', 'zeit', '33', 'nazi', 'hitler', 'politisch', 'partei', 'kommunist', 'krieg', 'straße', 'deutsch', 'nationalsozialismus', '1933', 'lachen', 'spät', 'erinnern', 'sa', 'arbeitslos', 'mitmachen', 'kennen', 'sozialdemokrat', 'nennen', 'nationalsozialistisch', 'nsdap', 'gehören', 'nazis', 'arbeitslosigkeit', 'nationalsozialist', 'familie', 'politik', 'arbeitsfront', 'erleben', 'richtig', 'nazizeit', 'wählen', 'arbeitslose', 'reich', '34', 'mitglied', 'gegend', 'uniform', 'organisation', 'arbeiter', '32', 'adolf', 'hießen', 'spd', 'rolle', 'zentrum', 'verbieten']

404 ['victor', 'schlamm', 'spirale', 'wunderbar', 'la', 'stopp', 'abschießen', 'korrekt', 'träg', 'bekehren', 'lebendig', 'pilzholz', 'aufschlagen', 'diplomat', 'estrich', 'hohenzollern', 'brotkasten', 'juan', 'grünau', 'härte', 'verlangen', 'schulpause', 'modenschau', 'volkseigen', 'spezialisieren', 'graffiti', 'notizbuch', 'nadelöhr', 'tücher', 'nut', 'st', 'weinstock', 'storck', 'rasenfläch', 'portefei', 'tanner', 'verhöhnung', 'bezirksschule', 'hohenzoller', 'gebäuden', 'bündemann', 'feuerwehr', 'nutt', 'überwachen', 'bettler', 'marott', 'welsch', 'vorfanden', 'rausiprp', 'fahrschüler']

405 ['budapest', 'kaschau', 'nndi', 'ungarisch', 'herr', 'dingsda', 'jüdisch', 'daraufhin', 'arbeitsdienst', 'szeged', 'ehemann', 'interessant', 'nennen', 'kurzum', 'gelangen', 'straße', 'ungarn', 'hand', 'zeit', 'israel', 'wien', 'slowakisch', 'vera', 'kistelek', 'ziegelfabrik', 'traurig', 'antworten', 'glück', 'befreien', 'bor', 'mädel', 'anständig', 'ehefrau', 'wahr', 'jen', 'halper', 'sopron', 'nndor', 'vali', 'kertsz', 'pfeilkreuzler', 'rufen', 'reisen', 'imre', 'gemeinsam', 'erwähnen', 'zug', 'geschehen', 'budapester', 'boulevard']

406 ['martin', 'ehefrau', 'bund', 'nürnberger', 'quelle', 'partner', 'luther', 'halle', 'studentenführer', 'peletier', 'mönchengladbach', 'drucker', 'max', 'telegrafenunion', 'mannheimer', 'nachrichtenmann', 'nürnberg', 'perfekt', 'nickel', 'beginn', 'galerie', 'dachpappe', 'dr', 'glik', 'rüdiger', 'dpa', 'baustoffversorgung', 'spezialität', 'räusperen', 'examen', 'rindfleisch', 'telegrafenbüro', 'hansgeorg', 'oskar', 'reimer', 'sweta', 'marschmusik', 'bero', 'anbinden', 'marineoffizier', 'naturschiefer', 'seniorenheim', 'aussicht', 'nsmusterbetrieb', 'hitlerjugendführer', 'anteilmäßig', 'bilanzieren', '3334', 'geissler', 'drecksack']

407 ['flüchtling', 'heimat', 'ostpreuß', 'flucht', 'schlesien', 'ostpreußen', 'flüchten', 'familie', 'königsberg', 'aufnehmen', 'ort', 'osten', 'pommern', 'fremd', 'westen', 'polen', 'verlieren', 'zuhause', 'vertrieben', 'einheimisch', 'fliehen', 'land', 'mecklenburg', '45', 'fühlen', 'schneidemühl', 'dorf', 'verlassen', 'bauernhof', 'vertreiben', 'schlesier', 'umsiedler', 'breslau', 'landen', 'thüringen', 'einheimische', 'stammen', 'bauer', 'sogenannter', 'erleben', 'ostpreußisch', 'vertriebener', 'ankommen', 'ansehen', 'treck', 'gegend', 'heimweh', 'westpreuße', 'empfinden', 'hiesig']

408 ['insel', 'herr', 'knoblauch', 'feuerwehr', 'zwo', 'vorsorglich', 'berühmt', 'oberfeldarzt', 'badeort', 'brülln', 'römisch', 'durchgestrichen', 'lehmann', 'balkon', 'quargel', 'reichskanzlei', 'rügen', 'rausgekriegen', 'kopfverband', 'flair', 'dana', 'messer', 'abkleben', 'diszipliniert', 'frucht', 'drewitz', 'zusammengepackt', 'schang', 'durchblätteren', 'nichtiphb', 'weihrauch', 'sanitäter', 'dickkopf', 'assoziativ', 'podium', 'stinken', 'wiemann', 'erkennen', 'gottliebe', 'pappenheimer', 'schill', 'lehrbuch', 'kamille', 'vilna', 'festungskommandant', 'befehlston', 'gotisch', 'dampfen', 'totenköpf', 'drockel']

409 ['bild', 'foto', 'zeigen', 'fotografieren', 'schön', 'spät', 'aufnehmen', 'aufnahme', 'schicken', 'fotograf', 'gerne', 'hängen', 'mitte', 'album', 'mitbringen', 'kamera', 'aussehen', 'buch', 'erkennen', 'erinnerung', 'letzter', 'fotos', 'schauen', 'entstehen', 'zweiter', 'fotografie', 'fotoapparat', 'warten', 'angucken', 'nett', 'malen', 'erinnern', 'anschauen', 'moment', 'wand', 'interessant', 'interview', 'platz', 'besuch', 'hochzeit', 'bildern', 'film', 'schade', 'dokument', 'sammeln', 'stimmen', 'besonderer', 'passen', 'bruder', 'extra']

410 ['zelt', 'zelte', 'glied', 'mentalität', 'lünen', 'reih', 'wagen', 'selm', 'riesig', 'arbeiterin', 'feind', 'messer', 'schlacht', 'dortmund', 'zeltplatz', 'verflixt', 'wüste', 'wüst', 'el', 'belanglos', 'absatz', 'tiefpunkt', 'lüne', 'gossn', 'trost', 'arbeitsamt', 'osterfeiertag', '2zimmerwohnung', 'seren', 'marokko', 'lautstärke', 'freilassung', 'regulär', 'aufwartung', 'ruhen', 'fromm', 'gast', 'anliefern', 'entfallen', '1954', 'beecker', 'füllen', 'zurechtkommen', 'riesenzelt', 'gang', 'strahlen', 'sicherheitsausschuss', 'evtl', 'camping', 'heimatland']

411 ['ausbildung', 'studieren', 'studium', 'abitur', 'beruf', 'zeit', 'lernen', 'schule', 'möglichkeit', 'beworben', 'abschluss', 'stelle', 'beruflich', 'gerne', 'bewerben', 'spät', 'richtig', 'zweiter', 'abschließen', 'kurs', 'überlegen', 'schaffen', 'praktikum', 'spaß', 'prüfung', 'technisch', 'entscheiden', 'relativ', 'nebenbei', 'job', 'bewerbung', 'besuchen', 'schön', 'uni', 'berlin', 'mittlerer', 'semester', 'glück', 'diplom', 'nachholen', 'berufsausbildung', 'verschieden', 'karriere', 'chance', 'examen', 'hochschule', 'idee', 'lehre', 'abi', 'landen']

412 ['schule', 'kind', 'lehrer', 'klasse', 'lehrerin', 'lernen', 'unterricht', 'erinnern', 'spät', 'zeit', 'schüler', 'schulzeit', 'eltern', 'unterrichten', 'besuchen', 'straße', 'einschulen', 'mädchen', 'nachmittags', 'erinnerung', 'mussen', 'schuljahr', 'volksschule', 'zweiter', 'direktor', 'kindheit', 'vater', 'religionsunterricht', 'schließen', 'streng', 'kirche', 'schulunterricht', 'hand', 'schulhof', 'normal', 'nachmittag', 'stunde', 'rektor', 'wussten', 'reihe', 'schularbeiten', 'privat', 'gemeinsam', 'wohnen', 'damalig', 'vergessen', 'schülerin', 'schulklasse', 'dritter', 'fräulein']

413 ['gießen', 'lachen', 'einsatz', 'führerin', 'mädchen', 'berlin', 'gell', 'dienststelle', 'sekunde', 'sachten', 'dienst', 'nachrichtenhelferinn', 'nachrichtenhelferin', 'ausbilden', 'uniform', 'kameradin', 'zeigen', 'sin', 'soldat', 'kaserne', 'führerinn', 'rog', 'frankreich', 'oberst', 'feldwebel', 'heer', 'stabsführerin', 'kriwoj', 'helferin', 'zoss', 'unterkunft', 'ausbildung', 'ablösen', 'general', 'fernschreiber', 'lehneren', 'nikolaev', 'lehrgang', 'hauptführerin', 'helferinne', 'stab', 'heeresschule', 'anfang', 'paris', 'frage', 'marschieren', 'intfm', 'marine', 'ukraine', 'vermittlung']

414 ['flugzeug', 'fliegen', 'bombardieren', 'bombe', 'stadt', 'tag', 'flieger', 'amerikaner', 'deutsch', 'treffen', 'pilot', 'flughafen', 'krieg', 'hören', 'fallen', 'abschießen', 'amerikanisch', 'bombenangriff', 'schießen', 'erinnern', 'nähe', 'bombardiern', 'luft', 'landen', 'spät', 'deutsche', 'flugplatz', 'bauen', 'werfen', 'front', 'zerstören', 'abwerfen', 'maschine', 'himmel', 'ort', 'abstürzen', 'bombardierung', '1944', 'luftwaffe', 'wussten', 'flug', 'zerbombt', 'wald', 'meter', 'explodieren', 'bomben', 'engländer', 'beschießen', 'brennen', 'luftangriffe']

